Name,BioProject,BioSample,SRA,Assembly,Collection
MMMOSAM:0404accc-0e81-4ace-907f-bd965e5e7cf1,PRJNA604975,SAMN18263276,SRR13992064,NA,Oxford
MMMOSAM:4136cc72-a32f-42cb-a957-aa8a7581c406,PRJNA604975,SAMN18257820,SRR13992065,NA,Oxford
MMMOSAM:03f43fba-f88f-4349-94dd-eeb10bf8e50e,PRJNA604975,SAMN18263277,SRR13992066,NA,Oxford
MMMOSAM:03d08030-7d95-4f19-bef6-d83144109ab1,PRJNA604975,SAMN18263278,SRR13992067,NA,Oxford
MMMOSAM:03970aee-42a6-4a6b-9a30-ca460636e2e1,PRJNA604975,SAMN18263280,SRR13992068,NA,Oxford
MMMOSAM:03684e44-0db7-4f51-a5f1-11801e845e37,PRJNA604975,SAMN18263281,SRR13992069,NA,Oxford
MMMOSAM:0365290b-9fcc-4ade-9762-4fe563199bb7,PRJNA604975,SAMN18263282,SRR13992070,NA,Oxford
MMMOSAM:034e9bd8-d506-41a9-915e-0dc27757ede4,PRJNA604975,SAMN18263283,SRR13992071,NA,Oxford
MMMOSAM:03485d1b-abb5-46e2-925a-7ce11061405d,PRJNA604975,SAMN18263285,SRR13992072,NA,Oxford
MMMOSAM:033ecbc4-0ff4-4196-9a7f-b5c8d7f55a57,PRJNA604975,SAMN18263286,SRR13992073,NA,Oxford
MMMOSAM:02f7df04-03d7-4300-8748-6edb30cf2f5c,PRJNA604975,SAMN18263287,SRR13992074,NA,Oxford
MMMOSAM:02cb1371-8085-46c0-af8d-075dacbdd5a9,PRJNA604975,SAMN18263288,SRR13992075,NA,Oxford
MMMOSAM:02745057-7b57-442c-88d1-c4eab6209542,PRJNA604975,SAMN18263290,SRR13992076,NA,Oxford
MMMOSAM:0240c711-0a61-4183-b31d-5309ad54e969,PRJNA604975,SAMN18263291,SRR13992077,NA,Oxford
MMMOSAM:0233ca07-2f55-4d5c-9187-8af851e62dcb,PRJNA604975,SAMN18263292,SRR13992078,NA,Oxford
MMMOSAM:01ebf48a-dfae-4f34-8601-414bdd9d64d4,PRJNA604975,SAMN18263293,SRR13992079,NA,Oxford
MMMOSAM:01e2e374-6a95-44ed-9ff4-186e343197a1,PRJNA604975,SAMN18263294,SRR13992080,NA,Oxford
MMMOSAM:01dfd4d8-42df-4370-8d24-eaf99e12df22,PRJNA604975,SAMN18263295,SRR13992081,NA,Oxford
MMMOSAM:f8b10363-d4f9-407c-808d-ec7ebe7a7664,PRJNA604975,SAMN18253985,SRR13992082,NA,Oxford
MMMOSAM:a84784c0-13b3-455b-91b2-faea82a62a12,PRJNA604975,SAMN18254743,SRR13992083,NA,Oxford
MMMOSAM:f89f907e-47cf-45a4-8fa5-d4f9c4d976b7,PRJNA604975,SAMN18253987,SRR13992084,NA,Oxford
MMMOSAM:a834b0a4-c45f-42ba-9831-f1fc8f895ba8,PRJNA604975,SAMN18254744,SRR13992085,NA,Oxford
MMMOSAM:f896e867-9c07-494f-a72f-646950b00fa7,PRJNA604975,SAMN18253989,SRR13992086,NA,Oxford
MMMOSAM:f887a1ce-f0fb-4e56-85dc-9140e8f717ec,PRJNA604975,SAMN18253990,SRR13992087,NA,Oxford
MMMOSAM:a7f109a7-622c-43db-b065-567e046bd85c,PRJNA604975,SAMN18254747,SRR13992088,NA,Oxford
MMMOSAM:f7d650de-ab42-4776-ba97-f1d833a0b256,PRJNA604975,SAMN18253992,SRR13992089,NA,Oxford
MMMOSAM:a7d5e679-31a3-45ae-a302-e7c8db53a3b2,PRJNA604975,SAMN18254748,SRR13992090,NA,Oxford
MMMOSAM:f7c0be8a-4e77-49ee-8025-d30366eefbe3,PRJNA604975,SAMN18253994,SRR13992091,NA,Oxford
MMMOSAM:f79511c4-e252-4012-a71f-35bb41929c29,PRJNA604975,SAMN18256914,SRR13992092,NA,Oxford
MMMOSAM:a79c1315-1eea-4bdf-b355-5081421acd2e,PRJNA604975,SAMN18254749,SRR13992093,NA,Oxford
MMMOSAM:f77ce94b-dd28-4bf5-b21c-14215a679e85,PRJNA604975,SAMN18253996,SRR13992094,NA,Oxford
MMMOSAM:a7538cff-4ba7-48b7-9af5-46ba7c9a40d8,PRJNA604975,SAMN18254752,SRR13992095,NA,Oxford
MMMOSAM:f777dab3-6d62-4a0e-80a0-ee4a1be6e35d,PRJNA604975,SAMN18253998,SRR13992096,NA,Oxford
MMMOSAM:f7498995-bdc8-4385-9bf1-df331363df34,PRJNA604975,SAMN18253999,SRR13992097,NA,Oxford
MMMOSAM:a737bdda-e1e7-4bf6-b92b-766d284d8c37,PRJNA604975,SAMN18254753,SRR13992098,NA,Oxford
MMMOSAM:f73d4c11-94fa-4118-9086-e005723cfce4,PRJNA604975,SAMN18254000,SRR13992099,NA,Oxford
MMMOSAM:a72d83ae-c4e6-44c3-a61b-35859da7d3a2,PRJNA604975,SAMN18254754,SRR13992100,NA,Oxford
MMMOSAM:f707f5bd-f55b-4e8d-999c-2fd35b602512,PRJNA604975,SAMN18254002,SRR13992101,NA,Oxford
MMMOSAM:f70218d9-df33-4d38-8b47-46dea04d9760,PRJNA604975,SAMN18254003,SRR13992102,NA,Oxford
MMMOSAM:a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9,PRJNA604975,SAMN18254757,SRR13992103,NA,Oxford
MMMOSAM:f6dc734f-14e6-4dc9-b1c4-5455ac6689f3,PRJNA604975,SAMN18254005,SRR13992104,NA,Oxford
MMMOSAM:a6b5bedb-bcfa-43a2-aefe-385472fb75c0,PRJNA604975,SAMN18254759,SRR13992105,NA,Oxford
MMMOSAM:f69295cb-4836-4fe0-b6fc-66a0d265d068,PRJNA604975,SAMN18254007,SRR13992106,NA,Oxford
MMMOSAM:f68e5fce-1c6c-471b-978f-e5a924f3ffba,PRJNA604975,SAMN18254008,SRR13992107,NA,Oxford
MMMOSAM:a64d6ff5-82a6-4de5-8926-24d32f42b030,PRJNA604975,SAMN18254762,SRR13992108,NA,Oxford
MMMOSAM:f63ed845-bded-4683-b13a-0244ff0a3da1,PRJNA604975,SAMN18254010,SRR13992109,NA,Oxford
MMMOSAM:5a6b0138-2119-4752-9076-a323e0a3ff5d,PRJNA604975,SAMN18257431,SRR13992110,NA,Oxford
MMMOSAM:5a237f61-7e10-41f2-91da-279fbb0d8b90,PRJNA604975,SAMN18257434,SRR13992111,NA,Oxford
MMMOSAM:5a18aad0-9416-44de-8bbb-99210ef5e40d,PRJNA604975,SAMN18257435,SRR13992112,NA,Oxford
MMMOSAM:a36fa3d6-3e9d-4cce-bf2b-70e4d8165414,PRJNA604975,SAMN18254795,SRR13992113,NA,Oxford
MMMOSAM:a33b6d34-b383-4d2a-9015-a218a4e8affa,PRJNA604975,SAMN18254796,SRR13992114,NA,Oxford
MMMOSAM:5a01d517-6ab1-4333-8e59-3dba97d81fc8,PRJNA604975,SAMN18257438,SRR13992115,NA,Oxford
MMMOSAM:59fd9a1a-1a2d-482f-b944-82ab787e2c0c,PRJNA604975,SAMN18257439,SRR13992116,NA,Oxford
MMMOSAM:a2997377-bd79-44ee-a56c-7cb92f5f6f26,PRJNA604975,SAMN18254800,SRR13992117,NA,Oxford
MMMOSAM:a2838cbe-8a20-490f-8dc1-7619455bf920,PRJNA604975,SAMN18254801,SRR13992118,NA,Oxford
MMMOSAM:59920eb6-9b16-4f3f-955a-74a077710389,PRJNA604975,SAMN18257440,SRR13992119,NA,Oxford
MMMOSAM:a26914e0-c83e-4e21-99e3-2c317167b4e0,PRJNA604975,SAMN18254803,SRR13992120,NA,Oxford
MMMOSAM:5946d639-dfeb-4164-9b42-c8b35fab9560,PRJNA604975,SAMN18257495,SRR13992121,NA,Oxford
MMMOSAM:a214edd6-b1f8-4797-b490-fe703bdc5579,PRJNA604975,SAMN18254805,SRR13992122,NA,Oxford
MMMOSAM:a1fa1edb-55bc-4844-9d02-89a4341f332d,PRJNA604975,SAMN18254806,SRR13992123,NA,Oxford
MMMOSAM:592b75ba-295d-40cd-b2cb-da77964a4497,PRJNA604975,SAMN18257588,SRR13992124,NA,Oxford
MMMOSAM:59183343-e3da-4a0f-ab73-0fda47d57c29,PRJNA604975,SAMN18257589,SRR13992125,NA,Oxford
MMMOSAM:58ef278c-eddb-4265-b724-51afe56ad2a6,PRJNA604975,SAMN18257592,SRR13992126,NA,Oxford
MMMOSAM:a17e489e-373c-446b-a043-d88b628f418d,PRJNA604975,SAMN18254810,SRR13992127,NA,Oxford
MMMOSAM:a1602a32-87c1-4724-864b-f648054b49b2,PRJNA604975,SAMN18254811,SRR13992128,NA,Oxford
MMMOSAM:58dfeecf-92bc-44e7-a4fb-69f6fd534bcd,PRJNA604975,SAMN18257594,SRR13992129,NA,Oxford
MMMOSAM:58853650-6e2b-491c-9e6b-5105c8497486,PRJNA604975,SAMN18257597,SRR13992130,NA,Oxford
MMMOSAM:58642895-a89d-45ba-994e-4cfdc65549bd,PRJNA604975,SAMN18257598,SRR13992131,NA,Oxford
MMMOSAM:a143d3a2-bd0e-47ba-b6a3-3764419c9ca4,PRJNA604975,SAMN18254815,SRR13992132,NA,Oxford
MMMOSAM:a130d8a3-d3fe-489d-8131-51eaf17ae293,PRJNA604975,SAMN18254816,SRR13992133,NA,Oxford
MMMOSAM:583dad98-c0df-4ed2-94fe-43c8eed7bed6,PRJNA604975,SAMN18257599,SRR13992134,NA,Oxford
MMMOSAM:a11f2806-18ed-4cc2-9d83-6383993602e3,PRJNA604975,SAMN18254818,SRR13992135,NA,Oxford
MMMOSAM:581ba33c-931a-4f77-8412-ddce87afc0d2,PRJNA604975,SAMN18257602,SRR13992136,NA,Oxford
MMMOSAM:a0ec7fa1-7432-4f94-8db1-582c3549f363,PRJNA604975,SAMN18254820,SRR13992137,NA,Oxford
MMMOSAM:01d87d2d-4c54-4201-a82a-b9510936c3e9,PRJNA604975,SAMN18263296,SRR13992138,NA,Oxford
MMMOSAM:01b94355-c95d-40e9-8853-27d8a5971e15,PRJNA604975,SAMN18263297,SRR13992139,NA,Oxford
MMMOSAM:0197f047-b777-4d40-81dd-e8f03f3aad47,PRJNA604975,SAMN18263298,SRR13992140,NA,Oxford
MMMOSAM:018c6588-369f-4255-94ff-8bd39097e8d5,PRJNA604975,SAMN18263300,SRR13992141,NA,Oxford
MMMOSAM:017afe18-d9bd-43d3-bbff-23dd548792d7,PRJNA604975,SAMN18263302,SRR13992142,NA,Oxford
MMMOSAM:014b68b8-c04b-41a7-92ea-5e323ef8cdf0,PRJNA604975,SAMN18263303,SRR13992143,NA,Oxford
MMMOSAM:01188b97-1bf2-4496-b1cc-c555c46d983e,PRJNA604975,SAMN18263305,SRR13992144,NA,Oxford
MMMOSAM:00decd65-8e22-4c8b-94ae-6d5791fa6310,PRJNA604975,SAMN18263308,SRR13992145,NA,Oxford
MMMOSAM:00c42c76-25b6-47ce-afb5-45d18a118d9d,PRJNA604975,SAMN18263310,SRR13992146,NA,Oxford
MMMOSAM:00b1a774-c7ac-40c5-a978-b1127de18529,PRJNA604975,SAMN18263311,SRR13992147,NA,Oxford
MMMOSAM:00a6bb9a-799b-43d6-823a-4651c0452a2f,PRJNA604975,SAMN18263312,SRR13992148,NA,Oxford
MMMOSAM:00a5972b-ab4a-4e42-9e8c-334c11a9a35e,PRJNA604975,SAMN18263313,SRR13992149,NA,Oxford
MMMOSAM:0055f81e-2eac-46d9-a3b8-069d8eafe872,PRJNA604975,SAMN18263315,SRR13992150,NA,Oxford
MMMOSAM:f235c9a5-a651-4624-9856-33d0b11c97f0,PRJNA604975,SAMN18254044,SRR13992151,NA,Oxford
MMMOSAM:78487a00-84c7-4f4d-bb4d-d07b7caa07e9,PRJNA604975,SAMN18257158,SRR13992152,NA,Oxford
MMMOSAM:f23222f1-4c92-42b0-8383-1392eef75939,PRJNA604975,SAMN18254045,SRR13992153,NA,Oxford
MMMOSAM:f226e717-a8a0-4661-8672-9ae48d60b74e,PRJNA604975,SAMN18254046,SRR13992154,NA,Oxford
MMMOSAM:f21ffee2-c85a-487a-87c5-9203ac9a3c51,PRJNA604975,SAMN18254047,SRR13992155,NA,Oxford
MMMOSAM:f211c351-fd67-4127-93b6-281bb10554ee,PRJNA604975,SAMN18254048,SRR13992156,NA,Oxford
MMMOSAM:f20d24f8-b810-4af6-8d1a-c1ecae8ad8cf,PRJNA604975,SAMN18254049,SRR13992157,NA,Oxford
MMMOSAM:f1fa86f8-1561-47fa-8dd9-51b09338e2cc,PRJNA604975,SAMN18254050,SRR13992158,NA,Oxford
MMMOSAM:f1e4b30d-dfb5-43e1-a904-c09481885e24,PRJNA604975,SAMN18254051,SRR13992159,NA,Oxford
MMMOSAM:d45ec36c-af67-4ebf-95cd-5019a47ca329,PRJNA604975,SAMN18254323,SRR13992160,NA,Oxford
MMMOSAM:d4211e88-4520-4245-a342-266b6e6a6f3c,PRJNA604975,SAMN18254324,SRR13992161,NA,Oxford
MMMOSAM:d40686be-8de6-47ba-a9ed-b6fc6b69cf5e,PRJNA604975,SAMN18254325,SRR13992162,NA,Oxford
MMMOSAM:d3ce4fb2-78da-454e-a640-7e664cc72bcf,PRJNA604975,SAMN18254326,SRR13992163,NA,Oxford
MMMOSAM:d39e8980-2648-4dbe-8103-2f475b50a939,PRJNA604975,SAMN18254327,SRR13992164,NA,Oxford
MMMOSAM:d3719a25-de46-4a84-9b54-834823687b8b,PRJNA604975,SAMN18254328,SRR13992165,NA,Oxford
MMMOSAM:d328ad5e-5cd2-4515-a9c5-356bf6bc73da,PRJNA604975,SAMN18254329,SRR13992166,NA,Oxford
MMMOSAM:d316276d-a104-4060-9bdd-2073adaeaaa8,PRJNA604975,SAMN18254330,SRR13992167,NA,Oxford
MMMOSAM:d2e758c2-23b0-48ce-9d99-5f793ae5bcc1,PRJNA604975,SAMN18254331,SRR13992168,NA,Oxford
MMMOSAM:d2cdd91d-326b-4c90-ba83-ba34f7b6bb34,PRJNA604975,SAMN18254332,SRR13992169,NA,Oxford
MMMOSAM:949ac986-c2e5-4617-b5a6-315fe9657ba6,PRJNA604975,SAMN18256932,SRR13992170,NA,Oxford
MMMOSAM:e2f185dd-551c-491e-95df-3f08b4e6b1c6,PRJNA604975,SAMN18254180,SRR13992171,NA,Oxford
MMMOSAM:947d81f0-52ba-48ed-ab73-fe1244bcf9b7,PRJNA604975,SAMN18256934,SRR13992172,NA,Oxford
MMMOSAM:e297be85-c522-48ce-b5ab-2fc27eb77354,PRJNA604975,SAMN18254182,SRR13992173,NA,Oxford
MMMOSAM:e281328b-e2f0-448a-9006-4f4ab597529f,PRJNA604975,SAMN18254183,SRR13992174,NA,Oxford
MMMOSAM:941df0de-58f8-475d-a685-726639e77fc0,PRJNA604975,SAMN18256937,SRR13992175,NA,Oxford
MMMOSAM:93dded17-8ae9-461a-9380-1c66258b5dcc,PRJNA604975,SAMN18256939,SRR13992176,NA,Oxford
MMMOSAM:937a2324-55e0-4cf8-a815-6aefc50bcff0,PRJNA604975,SAMN18256942,SRR13992177,NA,Oxford
MMMOSAM:e23ade11-af48-48ac-be4e-4e2744a3e1ce,PRJNA604975,SAMN18254187,SRR13992178,NA,Oxford
MMMOSAM:e23445b3-a815-4c96-900a-5289880d5b77,PRJNA604975,SAMN18254188,SRR13992179,NA,Oxford
MMMOSAM:9340217b-3034-4600-8715-254ba0f84805,PRJNA604975,SAMN18256943,SRR13992180,NA,Oxford
MMMOSAM:e22f4aba-0a10-4212-949d-b3751ad1a6a8,PRJNA604975,SAMN18254190,SRR13992181,NA,Oxford
MMMOSAM:9339a75f-fed3-4455-82b0-a2971976154d,PRJNA604975,SAMN18256944,SRR13992182,NA,Oxford
MMMOSAM:e209bb01-a59c-418e-b310-8dae6d74046a,PRJNA604975,SAMN18254192,SRR13992183,NA,Oxford
MMMOSAM:9285ff33-370e-4016-a74b-f7c214610454,PRJNA604975,SAMN18256947,SRR13992184,NA,Oxford
MMMOSAM:92735ead-f1e0-48e0-a47a-2f482d656e06,PRJNA604975,SAMN18256948,SRR13992185,NA,Oxford
MMMOSAM:923c8b42-a9cb-4be5-a670-706481ccb298,PRJNA604975,SAMN18256951,SRR13992186,NA,Oxford
MMMOSAM:e161402e-0120-4342-bc96-eac9ed592b82,PRJNA604975,SAMN18254197,SRR13992187,NA,Oxford
MMMOSAM:e15dfd21-04c3-4dff-9e22-48067a0afd3b,PRJNA604975,SAMN18254198,SRR13992188,NA,Oxford
MMMOSAM:91d1bf81-7ccc-4551-930b-25fed6d00087,PRJNA604975,SAMN18256953,SRR13992189,NA,Oxford
MMMOSAM:e145f371-c2bd-4528-a238-e66f3843818a,PRJNA604975,SAMN18254200,SRR13992190,NA,Oxford
MMMOSAM:91105401-a2ac-41fc-bf71-a64e8b50301a,PRJNA604975,SAMN18256956,SRR13992191,NA,Oxford
MMMOSAM:e11fcd01-b080-4788-b766-77c213c3241a,PRJNA604975,SAMN18254202,SRR13992192,NA,Oxford
MMMOSAM:e112ecc6-b4be-4cd7-90a5-9eed2a8aee6f,PRJNA604975,SAMN18254203,SRR13992193,NA,Oxford
MMMOSAM:90ab1458-bc82-413a-bcf8-0a061477966f,PRJNA604975,SAMN18256958,SRR13992194,NA,Oxford
MMMOSAM:9083151e-b3f3-4b7a-9a21-649346aa26cd,PRJNA604975,SAMN18256961,SRR13992195,NA,Oxford
MMMOSAM:9028cbf4-58c2-4199-96d5-1c778440423f,PRJNA604975,SAMN18256963,SRR13992196,NA,Oxford
MMMOSAM:e07980e7-4404-45a8-9de4-65fc8e77939a,PRJNA604975,SAMN18254207,SRR13992197,NA,Oxford
MMMOSAM:41ff23c5-de1d-41a7-977c-3851cfba3668,PRJNA604975,SAMN18257815,SRR13992198,NA,Oxford
MMMOSAM:41ec76b0-af9b-4caa-89e6-673e8072724b,PRJNA604975,SAMN18257816,SRR13992199,NA,Oxford
MMMOSAM:41a0c0ea-b352-42a2-9540-45626c186fe2,PRJNA604975,SAMN18257817,SRR13992200,NA,Oxford
MMMOSAM:87108ce6-8807-4a3a-b45c-9ea4914770ab,PRJNA604975,SAMN18257048,SRR13992201,NA,Oxford
MMMOSAM:86bee531-6406-447f-8079-0e624a0e1438,PRJNA604975,SAMN18257049,SRR13992202,NA,Oxford
MMMOSAM:41818b2a-1a00-4fb3-856b-e6b1121a5c9e,PRJNA604975,SAMN18257818,SRR13992203,NA,Oxford
MMMOSAM:86909753-0309-4e74-b2aa-2adce529267c,PRJNA604975,SAMN18257051,SRR13992204,NA,Oxford
MMMOSAM:41412795-cfbf-4c37-8219-046a4bef4ecf,PRJNA604975,SAMN18257819,SRR13992205,NA,Oxford
MMMOSAM:862596f9-28e1-427b-865f-1c9a2ff02ee5,PRJNA604975,SAMN18257053,SRR13992206,NA,Oxford
MMMOSAM:861440b2-f103-42b2-b815-2246343f8f1a,PRJNA604975,SAMN18257054,SRR13992207,NA,Oxford
MMMOSAM:412df794-cc61-441b-b001-81973ea161aa,PRJNA604975,SAMN18257821,SRR13992208,NA,Oxford
MMMOSAM:410916a6-8f32-408c-ac8a-30e46fe6ecf5,PRJNA604975,SAMN18257822,SRR13992209,NA,Oxford
MMMOSAM:40e572dd-e0f0-4207-b79b-94a738ad8d69,PRJNA604975,SAMN18257823,SRR13992210,NA,Oxford
MMMOSAM:8514358d-af65-42ff-ac99-6489efa88642,PRJNA604975,SAMN18257058,SRR13992211,NA,Oxford
MMMOSAM:85097687-5310-436c-846f-91dcd25f1d11,PRJNA604975,SAMN18257059,SRR13992212,NA,Oxford
MMMOSAM:40dc46d0-391f-460c-8e3c-a7c6c4e413e8,PRJNA604975,SAMN18257824,SRR13992213,NA,Oxford
MMMOSAM:84a0236e-e3e5-4c86-b3df-d3e236927752,PRJNA604975,SAMN18257061,SRR13992214,NA,Oxford
MMMOSAM:40d8ed60-4d05-4af6-9cce-d1a3c6084294,PRJNA604975,SAMN18257825,SRR13992215,NA,Oxford
MMMOSAM:8466a447-ad87-48c1-acd2-f7fd594db831,PRJNA604975,SAMN18257063,SRR13992216,NA,Oxford
MMMOSAM:839766ee-1166-4b4a-afa0-a84770b6e058,PRJNA604975,SAMN18257064,SRR13992217,NA,Oxford
MMMOSAM:40d67d26-cd5d-40f6-858c-e3ffbbec7ee8,PRJNA604975,SAMN18257826,SRR13992218,NA,Oxford
MMMOSAM:8331825e-2246-44a8-8ba0-e5795c936d87,PRJNA604975,SAMN18257066,SRR13992219,NA,Oxford
MMMOSAM:40d4b705-b010-4cc0-aa8b-30a9eec80e08,PRJNA604975,SAMN18257827,SRR13992220,NA,Oxford
MMMOSAM:831a92e0-cc18-40de-bcec-4a5eb9e4af59,PRJNA604975,SAMN18257068,SRR13992221,NA,Oxford
MMMOSAM:82e9d2da-666c-4131-99b5-9e082bba872f,PRJNA604975,SAMN18257069,SRR13992222,NA,Oxford
MMMOSAM:40a612a1-b2b7-453d-8da8-52adb4651323,PRJNA604975,SAMN18257828,SRR13992223,NA,Oxford
MMMOSAM:407aa55b-8c0f-414e-b1b7-d58106bc819c,PRJNA604975,SAMN18257829,SRR13992224,NA,Oxford
MMMOSAM:3987b365-7f07-44af-8e40-e5aa068de4cf,PRJNA604975,SAMN18262518,SRR13992225,NA,Oxford
MMMOSAM:d2af31d8-ade2-4d1e-8739-a6b3644029fd,PRJNA604975,SAMN18254333,SRR13992226,NA,Oxford
MMMOSAM:d29486bc-6d8c-4e74-9a4b-9f31b50315ff,PRJNA604975,SAMN18254334,SRR13992227,NA,Oxford
MMMOSAM:b4b55ee7-0b18-46d5-9f10-9eb1e5d3e245,PRJNA604975,SAMN18254614,SRR13992228,NA,Oxford
MMMOSAM:b45e985b-cdd8-4647-a960-96d3741557ed,PRJNA604975,SAMN18254615,SRR13992229,NA,Oxford
MMMOSAM:b29c6cca-5f55-44b6-904a-cb7dab18b53b,PRJNA604975,SAMN18254634,SRR13992230,NA,Oxford
MMMOSAM:b27aaf7f-e391-4cef-8d61-6838c951b8e7,PRJNA604975,SAMN18254635,SRR13992231,NA,Oxford
MMMOSAM:fff91cb2-e91f-4222-bf6a-88b4de1ed241,PRJNA604975,SAMN18253923,SRR13992232,NA,Oxford
MMMOSAM:fff2b139-4529-40d2-b02a-2eae3f377b1d,PRJNA604975,SAMN18253926,SRR13992233,NA,Oxford
MMMOSAM:ffa4e94a-da0c-461d-a289-ed10d89073c5,PRJNA604975,SAMN18253928,SRR13992234,NA,Oxford
MMMOSAM:ff71767a-cc08-4a56-8475-07ab6bc7eb67,PRJNA604975,SAMN18253931,SRR13992235,NA,Oxford
MMMOSAM:ff44900c-da8c-4a3d-b42b-3c6d08791119,PRJNA604975,SAMN18253932,SRR13992236,NA,Oxford
MMMOSAM:ff4452e6-24b5-4d9b-a6db-e919dd4d2c5a,PRJNA604975,SAMN18253933,SRR13992237,NA,Oxford
MMMOSAM:fed033fa-c0ec-40fb-b07b-438e720a659b,PRJNA604975,SAMN18253936,SRR13992238,NA,Oxford
MMMOSAM:feb29786-1e95-4ac4-b274-25a7f5ef1e16,PRJNA604975,SAMN18253938,SRR13992239,NA,Oxford
MMMOSAM:fe1f30d6-bfb4-40f7-928d-f5efdfac3e19,PRJNA604975,SAMN18253941,SRR13992240,NA,Oxford
MMMOSAM:fe1ec099-66de-4e5e-98de-bb98f8f03b48,PRJNA604975,SAMN18253942,SRR13992241,NA,Oxford
MMMOSAM:fdd2a2d1-b02a-4aa3-ac6e-ec2ccc3efd62,PRJNA604975,SAMN18253943,SRR13992242,NA,Oxford
MMMOSAM:fd7e4e7e-0322-41ee-b986-21a75bc42590,PRJNA604975,SAMN18253946,SRR13992243,NA,Oxford
MMMOSAM:fd628cf8-ced6-473c-ac72-dbfaa0831711,PRJNA604975,SAMN18253948,SRR13992244,NA,Oxford
MMMOSAM:fd364be1-4dbe-439a-bab3-1b1908a90cd2,PRJNA604975,SAMN18253951,SRR13992245,NA,Oxford
MMMOSAM:fcffde84-72cf-4a69-ac17-1b94f16f518b,PRJNA604975,SAMN18253953,SRR13992246,NA,Oxford
MMMOSAM:fca052e7-4376-4f21-b79d-cc4f42c541fa,PRJNA604975,SAMN18253956,SRR13992247,NA,Oxford
MMMOSAM:fc177014-4de3-4bf2-bd19-0cc5f4ad6f93,PRJNA604975,SAMN18253958,SRR13992248,NA,Oxford
MMMOSAM:fbe3f8eb-6a41-4b89-b777-e5fc3c88d10e,PRJNA604975,SAMN18253961,SRR13992249,NA,Oxford
MMMOSAM:fb9089c0-b7d4-43ce-be99-507d5402ba4c,PRJNA604975,SAMN18253963,SRR13992250,NA,Oxford
MMMOSAM:fb41dc8a-3fba-48a3-aafc-9bd445ca650d,PRJNA604975,SAMN18253966,SRR13992251,NA,Oxford
MMMOSAM:fb0d931b-5561-4439-8616-7dba077e85d9,PRJNA604975,SAMN18253968,SRR13992252,NA,Oxford
MMMOSAM:fa9822b2-f031-4636-b6b6-3de0147d0bf3,PRJNA604975,SAMN18253971,SRR13992253,NA,Oxford
MMMOSAM:e0633bb1-2948-414b-a85d-edb720f1e4fd,PRJNA604975,SAMN18254208,SRR13992254,NA,Oxford
MMMOSAM:8f23084c-2332-4e72-94c2-2c66a54e9dbf,PRJNA604975,SAMN18256966,SRR13992255,NA,Oxford
MMMOSAM:8f191563-6ced-4722-84d1-eb9ee3dce5c4,PRJNA604975,SAMN18256968,SRR13992256,NA,Oxford
MMMOSAM:8ea51bb1-c691-4b0f-92e4-3f247f54a1ff,PRJNA604975,SAMN18256971,SRR13992257,NA,Oxford
MMMOSAM:e01350cb-bf1b-4333-9f51-b2822bdfd728,PRJNA604975,SAMN18254212,SRR13992258,NA,Oxford
MMMOSAM:8e7d77a3-8fb4-4d14-8586-003495b22b19,PRJNA604975,SAMN18256972,SRR13992259,NA,Oxford
MMMOSAM:df813e9b-769f-4a31-8ff7-df9ba8a38401,PRJNA604975,SAMN18254214,SRR13992260,NA,Oxford
MMMOSAM:8e61dce8-b965-4e0b-b254-793b7690be47,PRJNA604975,SAMN18256973,SRR13992261,NA,Oxford
MMMOSAM:df1e2c71-cab1-484e-9f1f-32b90e07cbc5,PRJNA604975,SAMN18254216,SRR13992262,NA,Oxford
MMMOSAM:def8ede9-d7d6-44a1-abf6-85964eb35d42,PRJNA604975,SAMN18254217,SRR13992263,NA,Oxford
MMMOSAM:8e0b91cb-e6b6-490f-b174-efed16e5a9e1,PRJNA604975,SAMN18256976,SRR13992264,NA,Oxford
MMMOSAM:8ded7ff0-2184-45b1-aff7-e8064be63c99,PRJNA604975,SAMN18256978,SRR13992265,NA,Oxford
MMMOSAM:8d9b3897-bbec-4c0b-9d9a-832612df1993,PRJNA604975,SAMN18256981,SRR13992266,NA,Oxford
MMMOSAM:deacb71f-2388-4db5-b0c8-a3ed3634bc21,PRJNA604975,SAMN18254221,SRR13992267,NA,Oxford
MMMOSAM:de8f7dac-0ce0-476c-99ce-e97548fccfc7,PRJNA604975,SAMN18254222,SRR13992268,NA,Oxford
MMMOSAM:8d7ac6aa-51ff-47bb-b080-7ca413b5484e,PRJNA604975,SAMN18256982,SRR13992269,NA,Oxford
MMMOSAM:de61a612-cdf1-4f8d-b02b-97fc62638e10,PRJNA604975,SAMN18254224,SRR13992270,NA,Oxford
MMMOSAM:8d71e389-a94e-44d7-9585-763acf43ea84,PRJNA604975,SAMN18256983,SRR13992271,NA,Oxford
MMMOSAM:de5226fd-db9f-4c69-8df7-6e31abddf219,PRJNA604975,SAMN18254226,SRR13992272,NA,Oxford
MMMOSAM:de2ce48c-b1e9-4c43-bfeb-4875edd38b13,PRJNA604975,SAMN18254227,SRR13992273,NA,Oxford
MMMOSAM:8d41d26a-7a0d-4fe9-bff2-0bca985f0cd2,PRJNA604975,SAMN18256986,SRR13992274,NA,Oxford
MMMOSAM:8d26b8da-989f-45fd-bdf7-7f4d5aedeb7f,PRJNA604975,SAMN18256987,SRR13992275,NA,Oxford
