Name,BioProject,BioSample,SRA,Assembly,Collection
H1-003-0083-B-J,PRJEB35745,SAMEA6378174,NA,GCA_902709605.2,French
H1-003-0084-P-F,PRJEB35745,SAMEA6378175,NA,GCA_902709695.2,French
H1-003-0085-C-J,PRJEB35745,SAMEA6378176,NA,GCA_902709635.2,French
H1-003-0086-C-F,PRJEB35745,SAMEA6378177,NA,GCA_902709585.2,French
H1-003-0087-P-A,PRJEB35745,SAMEA6378178,NA,GCA_902709675.2,French
H1-003-0088-B-J,PRJEB35745,SAMEA6378179,NA,GCA_902709565.2,French
H1-003-0089-N-A,PRJEB35745,SAMEA6378180,NA,GCA_902709735.2,French
H1-003-0090-V-J,PRJEB35745,SAMEA6378181,NA,GCA_902709555.2,French
H1-003-0091-B-Y,PRJEB35745,SAMEA6378182,NA,GCA_902709645.2,French
H1-003-0092-M-M,PRJEB35745,SAMEA6378183,NA,GCA_902709805.2,French
H1-003-0093-S-I,PRJEB35745,SAMEA6378184,NA,GCA_902709825.2,French
H1-003-0094-P-G,PRJEB35745,SAMEA6378185,NA,GCA_902709835.2,French
H1-003-0095-L-C,PRJEB35745,SAMEA6378186,NA,GCA_902709875.2,French
H1-003-0096-Y-E,PRJEB35745,SAMEA6378187,NA,GCA_902709845.2,French
H1-003-0097-L-A,PRJEB35745,SAMEA6378188,NA,GCA_902709915.2,French
H1-003-0098-J-H,PRJEB35745,SAMEA6378189,NA,GCA_902709755.2,French
H1-003-0099-G-R,PRJEB35745,SAMEA6378190,NA,GCA_902709895.2,French
H1-003-0100-P-J,PRJEB35745,SAMEA6378191,NA,GCA_902709925.2,French
H1-003-0101-A-M,PRJEB35745,SAMEA6378192,NA,GCA_902709815.2,French
H1-003-0102-N-F,PRJEB35745,SAMEA6378193,NA,GCA_902709775.2,French
H1-003-0103-H-T,PRJEB35745,SAMEA6378194,NA,GCA_902709785.2,French
H1-003-0104-D-J,PRJEB35745,SAMEA6378195,NA,GCA_902709855.2,French
H1-003-0105-C-R,PRJEB35745,SAMEA6378196,NA,GCA_902709765.2,French
H1-003-0106-F-F,PRJEB35745,SAMEA6378197,NA,GCA_902709885.2,French
H1-003-0107-C-T,PRJEB35745,SAMEA6378198,NA,GCA_902709905.2,French
H1-003-0108-G-P,PRJEB35745,SAMEA6378199,NA,GCA_902709795.2,French
H1-003-0109-M-D,PRJEB35745,SAMEA6378200,NA,GCA_902709865.2,French
H1-003-0110-L-T,PRJEB35745,SAMEA6378201,NA,GCA_902710035.2,French
H1-003-0111-F-S,PRJEB35745,SAMEA6378202,NA,GCA_902709985.2,French
H1-003-0112-M-M,PRJEB35745,SAMEA6378203,NA,GCA_902710025.2,French
H1-003-0113-M-D,PRJEB35745,SAMEA6378204,NA,GCA_902709995.2,French
H1-003-0114-T-R,PRJEB35745,SAMEA6378205,NA,GCA_902710085.1,French
H1-003-0115-L-R,PRJEB35745,SAMEA6378206,NA,GCA_902710115.2,French
H1-003-0116-V-R,PRJEB35745,SAMEA6378207,NA,GCA_902709975.2,French
H1-003-0117-S-L,PRJEB35745,SAMEA6378208,NA,GCA_902710105.2,French
H1-003-0118-G-E,PRJEB35745,SAMEA6378209,NA,GCA_902710065.2,French
H1-003-0119-G-R,PRJEB35745,SAMEA6378210,NA,GCA_902709935.2,French
H1-003-0120-P-R,PRJEB35745,SAMEA6378211,NA,GCA_902710055.2,French
H1-003-0121-E-F,PRJEB35745,SAMEA6378212,NA,GCA_902710075.2,French
H1-003-0122-K-R,PRJEB35745,SAMEA6378213,NA,GCA_902710125.2,French
H1-003-0123-M-R,PRJEB35745,SAMEA6378214,NA,GCA_902709945.2,French
H1-004-0001-B-J,PRJEB35745,SAMEA6378215,NA,GCA_902710015.2,French
H1-004-0002-M-C,PRJEB35745,SAMEA6378216,NA,GCA_902711075.2,French
H1-004-0003-G-R,PRJEB35745,SAMEA6378217,NA,GCA_902709965.2,French
H1-004-0004-L-A,PRJEB35745,SAMEA6378218,NA,GCA_902709955.2,French
H1-004-0005-J-I,PRJEB35745,SAMEA6378219,NA,GCA_902710005.2,French
H1-004-0006-D-E,PRJEB35745,SAMEA6378220,NA,GCA_902710045.2,French
H1-004-0007-O-M,PRJEB35745,SAMEA6378221,NA,GCA_902710095.2,French
H1-004-0008-M-Y,PRJEB35745,SAMEA6378222,NA,GCA_902710145.2,French
H1-004-0009-M-M,PRJEB35745,SAMEA6378223,NA,GCA_902710135.2,French
H1-004-0010-C-O,PRJEB35745,SAMEA6378224,NA,GCA_902710275.2,French
H1-004-0011-S-K,PRJEB35745,SAMEA6378225,NA,GCA_902710285.2,French
H1-004-0012-M-Z,PRJEB35745,SAMEA6378226,NA,GCA_902710235.2,French
H1-004-0013-A-M,PRJEB35745,SAMEA6378227,NA,GCA_902710175.2,French
H1-004-0014-D-M,PRJEB35745,SAMEA6378228,NA,GCA_902710245.2,French
H1-004-0015-N-A,PRJEB35745,SAMEA6378229,NA,GCA_902710205.2,French
H1-004-0016-L-R,PRJEB35745,SAMEA6378230,NA,GCA_902710185.2,French
H1-004-0017-B-M,PRJEB35745,SAMEA6378231,NA,GCA_902710155.2,French
H1-004-0018-V-M,PRJEB35745,SAMEA6378232,NA,GCA_902710165.2,French
H1-004-0019-M-J,PRJEB35745,SAMEA6378233,NA,GCA_902710255.2,French
H1-004-0020-M-A,PRJEB35745,SAMEA6378234,NA,GCA_902710225.2,French
H1-004-0021-W-I,PRJEB35745,SAMEA6378235,NA,GCA_902710195.2,French
H1-004-0022-M-L,PRJEB35745,SAMEA6378236,NA,GCA_902710215.2,French
H1-004-0023-R-J,PRJEB35745,SAMEA6378237,NA,GCA_902710265.2,French
H1-004-0024-M-R,PRJEB35745,SAMEA6378238,NA,GCA_902711135.2,French
H1-004-0025-T-J,PRJEB35745,SAMEA6378239,NA,GCA_902710325.2,French
H1-004-0026-E-A,PRJEB35745,SAMEA6378240,NA,GCA_902710335.2,French
H1-004-0027-B-P,PRJEB35745,SAMEA6378241,NA,GCA_902710315.2,French
H1-004-0028-B-J,PRJEB35745,SAMEA6378242,NA,GCA_902710305.2,French
H1-004-0029-D-M,PRJEB35745,SAMEA6378243,NA,GCA_902710295.2,French
H1-004-0030-A-D,PRJEB35745,SAMEA6378244,NA,GCA_902710345.2,French
H1-004-0031-M-D,PRJEB35745,SAMEA6378245,NA,GCA_902710365.2,French
H1-004-0032-M-R,PRJEB35745,SAMEA6378246,NA,GCA_902710385.2,French
H1-004-0033-B-M,PRJEB35745,SAMEA6378247,NA,GCA_902710395.2,French
H1-004-0034-B-S,PRJEB35745,SAMEA6378248,NA,GCA_902710375.2,French
H1-004-0035-L-Y,PRJEB35745,SAMEA6378249,NA,GCA_902710355.2,French
H1-004-0036-R-B,PRJEB35745,SAMEA6378250,NA,GCA_902711205.2,French
H1-004-0037-C-M,PRJEB35745,SAMEA6378251,NA,GCA_902710405.2,French
H1-004-0038-D-S,PRJEB35745,SAMEA6378252,NA,GCA_902710415.2,French
H1-004-0039-M-M,PRJEB35745,SAMEA6378253,NA,GCA_902710495.2,French
H1-004-0040-M-P,PRJEB35745,SAMEA6378254,NA,GCA_902710445.2,French
H1-004-0041-C-C,PRJEB35745,SAMEA6378255,NA,GCA_902710515.2,French
H1-004-0042-F-R,PRJEB35745,SAMEA6378256,NA,GCA_902710545.2,French
H1-004-0043-G-R,PRJEB35745,SAMEA6378257,NA,GCA_902710485.2,French
H1-004-0044-A-F,PRJEB35745,SAMEA6378258,NA,GCA_902710465.2,French
H1-004-0045-D-N,PRJEB35745,SAMEA6378259,NA,GCA_902710535.2,French
H1-005-0001-B-P,PRJEB35745,SAMEA6378260,NA,GCA_902710525.2,French
H1-005-0002-P-M,PRJEB35745,SAMEA6378261,NA,GCA_902711175.2,French
H1-005-0003-L-R,PRJEB35745,SAMEA6378262,NA,GCA_902711115.2,French
H1-005-0004-K-C,PRJEB35745,SAMEA6378263,NA,GCA_902710455.2,French
H1-005-0007-B-J,PRJEB35745,SAMEA6378264,NA,GCA_902710475.2,French
H1-005-0008-B-B,PRJEB35745,SAMEA6378265,NA,GCA_902710505.2,French
H1-005-0009-D-X,PRJEB35745,SAMEA6378266,NA,GCA_902710435.2,French
H1-005-0010-B-P,PRJEB35745,SAMEA6378267,NA,GCA_902710425.2,French
H1-005-0011-B-M,PRJEB35745,SAMEA6378268,NA,GCA_902710575.2,French
H1-005-0012-L-M,PRJEB35745,SAMEA6378269,NA,GCA_902710675.2,French
H1-005-0013-L-D,PRJEB35745,SAMEA6378270,NA,GCA_902710565.2,French
H1-005-0014-M-A,PRJEB35745,SAMEA6378271,NA,GCA_902710665.2,French
H1-005-0015-A-D,PRJEB35745,SAMEA6378272,NA,GCA_902710615.2,French
H1-005-0016-A-H,PRJEB35745,SAMEA6378273,NA,GCA_902710555.2,French
H1-005-0017-S-M,PRJEB35745,SAMEA6378274,NA,GCA_902710605.2,French
H1-005-0020-C-M,PRJEB35745,SAMEA6378275,NA,GCA_902710645.2,French
H1-005-0022-B-A,PRJEB35745,SAMEA6378276,NA,GCA_902710635.2,French
H1-005-0023-G-E,PRJEB35745,SAMEA6378277,NA,GCA_902710625.2,French
H1-005-0024-E-M,PRJEB35745,SAMEA6378278,NA,GCA_902711265.2,French
H1-005-0025-R-L,PRJEB35745,SAMEA6378279,NA,GCA_902710585.2,French
H1-005-0027-E-M,PRJEB35745,SAMEA6378280,NA,GCA_902710595.2,French
H1-005-0028-K-P,PRJEB35745,SAMEA6378281,NA,GCA_902710685.2,French
H1-005-0029-M-I,PRJEB35745,SAMEA6378282,NA,GCA_902710655.2,French
H1-005-0030-E-I,PRJEB35745,SAMEA6378283,NA,GCA_902710735.2,French
H1-005-0031-M-R,PRJEB35745,SAMEA6378284,NA,GCA_902710705.2,French
H1-005-0032-C-D,PRJEB35745,SAMEA6378285,NA,GCA_902710715.2,French
H1-005-0033-F-F,PRJEB35745,SAMEA6378286,NA,GCA_902710745.2,French
H1-005-0034-P-M,PRJEB35745,SAMEA6378287,NA,GCA_902710695.2,French
H1-005-0035-M-M,PRJEB35745,SAMEA6378288,NA,GCA_902710725.2,French
H1-005-0036-K-J,PRJEB35745,SAMEA6378289,NA,GCA_902710755.2,French
H1-005-0037-P-G,PRJEB35745,SAMEA6378290,NA,GCA_902710805.2,French
H1-005-0038-A-J,PRJEB35745,SAMEA6378291,NA,GCA_902710775.2,French
H1-005-0039-V-F,PRJEB35745,SAMEA6378292,NA,GCA_902710785.2,French
H1-005-0040-M-A,PRJEB35745,SAMEA6378293,NA,GCA_902710765.2,French
H1-005-0041-M-P,PRJEB35745,SAMEA6378294,NA,GCA_902710795.2,French
H1-005-0042-D-T,PRJEB35745,SAMEA6378295,NA,GCA_902710855.2,French
H1-005-0043-B-O,PRJEB35745,SAMEA6378296,NA,GCA_902710915.2,French
H1-005-0044-R-A,PRJEB35745,SAMEA6378297,NA,GCA_902711255.2,French
H1-005-0045-G-C,PRJEB35745,SAMEA6378298,NA,GCA_902710945.2,French
H1-005-0046-E-M,PRJEB35745,SAMEA6378299,NA,GCA_902710925.2,French
H1-005-0047-S-F,PRJEB35745,SAMEA6378300,NA,GCA_902710865.2,French
H1-005-0048-I-T,PRJEB35745,SAMEA6378301,NA,GCA_902710815.2,French
H1-005-0049-L-J,PRJEB35745,SAMEA6378302,NA,GCA_902710885.2,French
H1-005-0050-D-A,PRJEB35745,SAMEA6378303,NA,GCA_902710875.2,French
H1-005-0051-H-M,PRJEB35745,SAMEA6378304,NA,GCA_902710935.2,French
H1-005-0052-B-J,PRJEB35745,SAMEA6378305,NA,GCA_902710835.2,French
H1-005-0053-L-F,PRJEB35745,SAMEA6378306,NA,GCA_902710825.2,French
H1-005-0054-C-P,PRJEB35745,SAMEA6378307,NA,GCA_902710845.2,French
H1-005-0055-B-R,PRJEB35745,SAMEA6378308,NA,GCA_902710905.2,French
H1-005-0056-W-P,PRJEB35745,SAMEA6378309,NA,GCA_902710895.2,French
H1-005-0057-S-L,PRJEB35745,SAMEA6378310,NA,GCA_902711035.2,French
H1-005-0058-M-A,PRJEB35745,SAMEA6378311,NA,GCA_902710985.2,French
H1-005-0059-C-M,PRJEB35745,SAMEA6378312,NA,GCA_902711025.2,French
H1-005-0060-I-L,PRJEB35745,SAMEA6378313,NA,GCA_902710975.2,French
H1-005-0061-L-J,PRJEB35745,SAMEA6378314,NA,GCA_902711015.2,French
H1-005-0062-N-S,PRJEB35745,SAMEA6378315,NA,GCA_902711045.2,French
H1-005-0063-P-L,PRJEB35745,SAMEA6378316,NA,GCA_902711055.2,French
H1-005-0064-A-O,PRJEB35745,SAMEA6378317,NA,GCA_902710955.2,French
H1-005-0065-L-P,PRJEB35745,SAMEA6378318,NA,GCA_902710995.2,French
H1-005-0066-W-C,PRJEB35745,SAMEA6378319,NA,GCA_902711065.1,French
H1-005-0067-A-O,PRJEB35745,SAMEA6378320,NA,GCA_902711245.2,French
H1-005-0068-D-C,PRJEB35745,SAMEA6378321,NA,GCA_902710965.2,French
H1-005-0069-B-M,PRJEB35745,SAMEA6378322,NA,GCA_902711005.2,French
H1-006-0001-M-F,PRJEB35745,SAMEA6378323,NA,GCA_902711235.2,French
H1-006-0002-F-L,PRJEB35745,SAMEA6378324,NA,GCA_902711095.2,French
H1-006-0003-S-L,PRJEB35745,SAMEA6378325,NA,GCA_902711215.2,French
H1-006-0004-F-M,PRJEB35745,SAMEA6378326,NA,GCA_902711125.2,French
H1-006-0005-A-H,PRJEB35745,SAMEA6378327,NA,GCA_902711155.2,French
H1-006-0006-C-A,PRJEB35745,SAMEA6378328,NA,GCA_902711145.2,French
H1-006-0007-D-C,PRJEB35745,SAMEA6378329,NA,GCA_902711105.2,French
H1-006-0008-K-G,PRJEB35745,SAMEA6378330,NA,GCA_902711185.2,French
H1-006-0009-P-C,PRJEB35745,SAMEA6378331,NA,GCA_902711225.2,French
H1-006-0010-A-H,PRJEB35745,SAMEA6378332,NA,GCA_902711085.2,French
H1-006-0011-L-G,PRJEB35745,SAMEA6378333,NA,GCA_902711195.2,French
H1-006-0012-T-R,PRJEB35745,SAMEA6378334,NA,GCA_902711165.2,French
H1-006-0013-N-E,PRJEB35745,SAMEA6378335,NA,GCA_902711395.2,French
H1-006-0014-H-P,PRJEB35745,SAMEA6378336,NA,GCA_902711455.2,French
H1-006-0015-M-S,PRJEB35745,SAMEA6378337,NA,GCA_902711385.2,French
H1-006-0016-D-L,PRJEB35745,SAMEA6378338,NA,GCA_902711335.2,French
H1-006-0017-B-Y,PRJEB35745,SAMEA6378339,NA,GCA_902711295.2,French
H1-006-0018-G-M,PRJEB35745,SAMEA6378340,NA,GCA_902711285.2,French
H1-006-0019-C-M,PRJEB35745,SAMEA6378341,NA,GCA_902711355.2,French
H1-006-0020-C-M,PRJEB35745,SAMEA6378342,NA,GCA_902711365.2,French
H1-006-0021-S-B,PRJEB35745,SAMEA6378343,NA,GCA_902711435.2,French
H1-006-0022-L-R,PRJEB35745,SAMEA6378344,NA,GCA_902711345.2,French
H1-006-0023-B-E,PRJEB35745,SAMEA6378345,NA,GCA_902711315.2,French
H1-006-0024-B-L,PRJEB35745,SAMEA6378346,NA,GCA_902711415.2,French
H1-006-0025-K-A,PRJEB35745,SAMEA6378347,NA,GCA_902711405.2,French
H1-006-0026-L-L,PRJEB35745,SAMEA6378348,NA,GCA_902711325.2,French
H1-006-0027-H-J,PRJEB35745,SAMEA6378349,NA,GCA_902711305.2,French
H1-006-0028-D-J,PRJEB35745,SAMEA6378350,NA,GCA_902711425.2,French
H1-006-0029-A-Y,PRJEB35745,SAMEA6378351,NA,GCA_902711445.2,French
H1-006-0030-J-R,PRJEB35745,SAMEA6378352,NA,GCA_902711375.2,French
H1-006-0031-R-H,PRJEB35745,SAMEA6378353,NA,GCA_902711275.2,French
H1-006-0032-V-J,PRJEB35745,SAMEA6378354,NA,GCA_902711465.2,French
H1-006-0033-P-A,PRJEB35745,SAMEA6378355,NA,GCA_902711635.2,French
H1-006-0034-T-Z,PRJEB35745,SAMEA6378356,NA,GCA_902711525.2,French
H1-006-0035-L-J,PRJEB35745,SAMEA6378357,NA,GCA_902711565.2,French
H1-006-0036-K-N,PRJEB35745,SAMEA6378358,NA,GCA_902711625.2,French
H1-007-0001-L-D,PRJEB35745,SAMEA6378359,NA,GCA_902711535.2,French
H1-007-0002-S-S,PRJEB35745,SAMEA6378360,NA,GCA_902711475.2,French
H1-007-0003-S-K,PRJEB35745,SAMEA6378361,NA,GCA_902711485.2,French
H1-007-0004-G-N,PRJEB35745,SAMEA6378362,NA,GCA_902711575.2,French
H1-007-0005-S-V,PRJEB35745,SAMEA6378363,NA,GCA_902711585.2,French
H1-007-0006-B-R,PRJEB35745,SAMEA6378364,NA,GCA_902711605.2,French
H1-007-0007-D-J,PRJEB35745,SAMEA6378365,NA,GCA_902711495.2,French
H1-007-0008-D-A,PRJEB35745,SAMEA6378366,NA,GCA_902711615.2,French
H1-007-0009-T-R,PRJEB35745,SAMEA6378367,NA,GCA_902711505.2,French
H1-007-0010-M-S,PRJEB35745,SAMEA6378368,NA,GCA_902711545.2,French
H1-007-0011-C-M,PRJEB35745,SAMEA6378369,NA,GCA_902711595.2,French
H1-007-0012-A-V,PRJEB35745,SAMEA6378370,NA,GCA_902711515.2,French
H1-007-0013-G-S,PRJEB35745,SAMEA6378371,NA,GCA_902711555.2,French
H1-007-0014-D-E,PRJEB35745,SAMEA6378372,NA,GCA_902711775.2,French
H1-007-0015-D-G,PRJEB35745,SAMEA6378373,NA,GCA_902711805.2,French
H1-007-0016-Z-M,PRJEB35745,SAMEA6378374,NA,GCA_902711665.2,French
H1-007-0017-T-K,PRJEB35745,SAMEA6378375,NA,GCA_902711765.2,French
H1-007-0018-T-J,PRJEB35745,SAMEA6378376,NA,GCA_902711825.2,French
H1-007-0019-F-N,PRJEB35745,SAMEA6378377,NA,GCA_902711685.2,French
H1-007-0020-B-D,PRJEB35745,SAMEA6378378,NA,GCA_902711675.2,French
H1-007-0021-C-G,PRJEB35745,SAMEA6378379,NA,GCA_902711815.2,French
H1-007-0022-M-F,PRJEB35745,SAMEA6378380,NA,GCA_902711705.2,French
H1-007-0023-P-A,PRJEB35745,SAMEA6378381,NA,GCA_902711755.2,French
H1-007-0024-R-O,PRJEB35745,SAMEA6378382,NA,GCA_902711795.2,French
H1-007-0025-A-R,PRJEB35745,SAMEA6378383,NA,GCA_902711715.2,French
H1-007-0026-H-D,PRJEB35745,SAMEA6378384,NA,GCA_902711645.2,French
H1-007-0027-K-T,PRJEB35745,SAMEA6378385,NA,GCA_902711725.2,French
H1-007-0028-C-T,PRJEB35745,SAMEA6378386,NA,GCA_902711745.2,French
H1-007-0029-B-L,PRJEB35745,SAMEA6378387,NA,GCA_902711785.2,French
H1-007-0030-R-J,PRJEB35745,SAMEA6378388,NA,GCA_902711735.2,French
H1-007-0031-G-I,PRJEB35745,SAMEA6378389,NA,GCA_902711695.2,French
H1-007-0032-B-M,PRJEB35745,SAMEA6378390,NA,GCA_902711655.2,French
H1-007-0033-F-S,PRJEB35745,SAMEA6378391,NA,GCA_902711855.2,French
H1-007-0034-F-P,PRJEB35745,SAMEA6378392,NA,GCA_902711835.2,French
H1-007-0035-S-G,PRJEB35745,SAMEA6378393,NA,GCA_902711845.2,French
H1-007-0036-L-A,PRJEB35745,SAMEA6378394,NA,GCA_902711865.2,French
H1-007-0037-H-D,PRJEB35745,SAMEA6378395,NA,GCA_902711955.2,French
H1-007-0038-P-M,PRJEB35745,SAMEA6378396,NA,GCA_902711905.2,French
H1-007-0039-H-A,PRJEB35745,SAMEA6378397,NA,GCA_902711945.2,French
H1-007-0040-B-Y,PRJEB35745,SAMEA6378398,NA,GCA_902711895.2,French
H1-007-0041-L-M,PRJEB35745,SAMEA6378399,NA,GCA_902711875.2,French
H1-007-0042-M-F,PRJEB35745,SAMEA6378400,NA,GCA_902711935.2,French
H1-007-0043-A-J,PRJEB35745,SAMEA6378401,NA,GCA_902711885.2,French
H1-007-0044-L-B,PRJEB35745,SAMEA6378402,NA,GCA_902711925.2,French
H1-007-0045-R-M,PRJEB35745,SAMEA6378403,NA,GCA_902711915.2,French
R1B13A10,PRJEB39260,SAMEA7047123,NA,GCA_903974525.1,French
R1B13A8,PRJEB39260,SAMEA7047124,NA,GCA_903974545.1,French
R1B13B10,PRJEB39260,SAMEA7047125,NA,GCA_903974555.1,French
R1B13B6,PRJEB39260,SAMEA7047126,NA,GCA_903974565.1,French
R1B13B7,PRJEB39260,SAMEA7047127,NA,GCA_903974535.1,French
R1B13C3,PRJEB39260,SAMEA7047128,NA,GCA_903974685.1,French
R1B13C8,PRJEB39260,SAMEA7047129,NA,GCA_903995625.1,French
R1B13C9,PRJEB39260,SAMEA7047130,NA,GCA_903974715.1,French
R1B13D4,PRJEB39260,SAMEA7047131,NA,GCA_903974605.1,French
R1B13D6,PRJEB39260,SAMEA7047132,NA,GCA_903974625.1,French
R1B13E2,PRJEB39260,SAMEA7047133,NA,GCA_903974615.1,French
R1B13E3,PRJEB39260,SAMEA7047134,NA,GCA_903974575.1,French
R1B13E5,PRJEB39260,SAMEA7047135,NA,GCA_903974635.1,French
R1B13F1,PRJEB39260,SAMEA7047136,NA,GCA_903974585.1,French
R1B13F2,PRJEB39260,SAMEA7047137,NA,GCA_903974645.1,French
R1B13F4,PRJEB39260,SAMEA7047138,NA,GCA_903974595.1,French
R1B13F7,PRJEB39260,SAMEA7047139,NA,GCA_903974675.1,French
R1B13G5,PRJEB39260,SAMEA7047140,NA,GCA_903974655.1,French
R1B13G8,PRJEB39260,SAMEA7047141,NA,GCA_903974665.1,French
R1B13G9,PRJEB39260,SAMEA7047142,NA,GCA_903974725.1,French
R1B13H1,PRJEB39260,SAMEA7047143,NA,GCA_903974885.1,French
R1B13H4,PRJEB39260,SAMEA7047144,NA,GCA_903974735.1,French
R1B13H6,PRJEB39260,SAMEA7047145,NA,GCA_903974905.1,French
R1B13I5,PRJEB39260,SAMEA7047146,NA,GCA_903974765.1,French
R1B13I6,PRJEB39260,SAMEA7047147,NA,GCA_903974895.1,French
R1B13I8,PRJEB39260,SAMEA7047148,NA,GCA_903974695.1,French
R1B13I9,PRJEB39260,SAMEA7047149,NA,GCA_903974705.1,French
R1B13J3,PRJEB39260,SAMEA7047150,NA,GCA_903974755.1,French
R1B15A1,PRJEB39260,SAMEA7047151,NA,GCA_903974745.1,French
R1B15A2,PRJEB39260,SAMEA7047152,NA,GCA_903974925.1,French
R1B15A3,PRJEB39260,SAMEA7047153,NA,GCA_903974915.1,French
R1B15B1,PRJEB39260,SAMEA7047154,NA,GCA_903974945.1,French
R1B15C2,PRJEB39260,SAMEA7047155,NA,GCA_903974935.1,French
R1B15C3,PRJEB39260,SAMEA7047156,NA,GCA_903974955.1,French
R1B15D3,PRJEB39260,SAMEA7047157,NA,GCA_903974965.1,French
R1B15E1,PRJEB39260,SAMEA7047158,NA,GCA_903974995.1,French
R1B15E2,PRJEB39260,SAMEA7047159,NA,GCA_903974985.1,French
R1B15E3,PRJEB39260,SAMEA7047160,NA,GCA_903975005.1,French
R1B15F1,PRJEB39260,SAMEA7047161,NA,GCA_903974975.1,French
R1B15G2,PRJEB39260,SAMEA7047162,NA,GCA_903975015.1,French
R1B15H1,PRJEB39260,SAMEA7047163,NA,GCA_903975035.1,French
R1B15H2,PRJEB39260,SAMEA7047164,NA,GCA_903975025.1,French
R1B15I1,PRJEB39260,SAMEA7047165,NA,GCA_903975045.1,French
R1B15I2,PRJEB39260,SAMEA7047166,NA,GCA_903974775.1,French
R1B15J1,PRJEB39260,SAMEA7047167,NA,GCA_903975055.1,French
R1B1A1,PRJEB39260,SAMEA7047171,NA,GCA_903975065.1,French
R1B1A11,PRJEB39260,SAMEA7047168,NA,GCA_903975075.1,French
R1B1A13,PRJEB39260,SAMEA7047169,NA,GCA_903975085.1,French
R1B1A15,PRJEB39260,SAMEA7047170,NA,GCA_903975095.1,French
R1B1A3,PRJEB39260,SAMEA7047172,NA,GCA_903974875.1,French
R1B1A5,PRJEB39260,SAMEA7047173,NA,GCA_903974825.1,French
R1B1A6,PRJEB39260,SAMEA7047174,NA,GCA_903975115.1,French
R1B1A7,PRJEB39260,SAMEA7047175,NA,GCA_903974805.1,French
R1B1A9,PRJEB39260,SAMEA7047176,NA,GCA_903974855.1,French
R1B1B10,PRJEB39260,SAMEA7047177,NA,GCA_903974865.1,French
R1B1B11,PRJEB39260,SAMEA7047178,NA,GCA_903975105.1,French
R1B1B12,PRJEB39260,SAMEA7047179,NA,GCA_903975125.1,French
R1B1B14,PRJEB39260,SAMEA7047180,NA,GCA_903974835.1,French
R1B1B2,PRJEB39260,SAMEA7047181,NA,GCA_903974845.1,French
R1B1B4,PRJEB39260,SAMEA7047182,NA,GCA_903974815.1,French
R1B1B5,PRJEB39260,SAMEA7047183,NA,GCA_903975145.1,French
R1B1B6,PRJEB39260,SAMEA7047184,NA,GCA_903974795.1,French
R1B1B7,PRJEB39260,SAMEA7047185,NA,GCA_903974785.1,French
R1B1B8,PRJEB39260,SAMEA7047186,NA,GCA_903975135.1,French
R1B1B9,PRJEB39260,SAMEA7047187,NA,GCA_903975155.1,French
R1B1C1,PRJEB39260,SAMEA7047191,NA,GCA_903975175.1,French
R1B1C10,PRJEB39260,SAMEA7047188,NA,GCA_903975165.1,French
R1B1C13,PRJEB39260,SAMEA7047189,NA,GCA_903975185.1,French
R1B1C15,PRJEB39260,SAMEA7047190,NA,GCA_903975195.1,French
R1B1C3,PRJEB39260,SAMEA7047192,NA,GCA_903975225.1,French
R1B1C5,PRJEB39260,SAMEA7047193,NA,GCA_903975215.1,French
R1B1C6,PRJEB39260,SAMEA7047194,NA,GCA_903975205.1,French
R1B1C7,PRJEB39260,SAMEA7047195,NA,GCA_903975245.1,French
R1B1C8,PRJEB39260,SAMEA7047196,NA,GCA_903975235.1,French
R1B1C9,PRJEB39260,SAMEA7047197,NA,GCA_903975255.1,French
R1B1D1,PRJEB39260,SAMEA7047202,NA,GCA_903975265.1,French
R1B1D10,PRJEB39260,SAMEA7047198,NA,GCA_903975295.1,French
R1B1D11,PRJEB39260,SAMEA7047199,NA,GCA_903975275.1,French
R1B1D12,PRJEB39260,SAMEA7047200,NA,GCA_903975285.1,French
R1B1D14,PRJEB39260,SAMEA7047201,NA,GCA_903975305.1,French
R1B1D4,PRJEB39260,SAMEA7047203,NA,GCA_903975315.1,French
R1B1D6,PRJEB39260,SAMEA7047204,NA,GCA_903975325.1,French
R1B1D7,PRJEB39260,SAMEA7047205,NA,GCA_903975335.1,French
R1B1E11,PRJEB39260,SAMEA7047206,NA,GCA_903975355.1,French
R1B1E12,PRJEB39260,SAMEA7047207,NA,GCA_903975345.1,French
R1B1E13,PRJEB39260,SAMEA7047208,NA,GCA_903975365.1,French
R1B1E14,PRJEB39260,SAMEA7047209,NA,GCA_903975375.1,French
R1B1E15,PRJEB39260,SAMEA7047210,NA,GCA_903975385.1,French
R1B1E2,PRJEB39260,SAMEA7047211,NA,GCA_903975395.1,French
R1B1E3,PRJEB39260,SAMEA7047212,NA,GCA_903975435.1,French
R1B1E5,PRJEB39260,SAMEA7047213,NA,GCA_903975405.1,French
R1B1E7,PRJEB39260,SAMEA7047214,NA,GCA_903975445.1,French
R1B1E8,PRJEB39260,SAMEA7047215,NA,GCA_903975425.1,French
R1B1E9,PRJEB39260,SAMEA7047216,NA,GCA_903975415.1,French
R1B1F1,PRJEB39260,SAMEA7047219,NA,GCA_903975455.1,French
R1B1F10,PRJEB39260,SAMEA7047217,NA,GCA_903975475.1,French
R1B1F13,PRJEB39260,SAMEA7047218,NA,GCA_903975495.1,French
R1B1F2,PRJEB39260,SAMEA7047220,NA,GCA_903975485.1,French
