Name,BioProject,BioSample,SRA,Assembly,Collection
R1B1F4,PRJEB39260,SAMEA7047221,NA,GCA_903975465.1,French
R1B1F6,PRJEB39260,SAMEA7047222,NA,GCA_903975525.1,French
R1B1F8,PRJEB39260,SAMEA7047223,NA,GCA_903975505.1,French
R1B1F9,PRJEB39260,SAMEA7047224,NA,GCA_903975515.1,French
R1B1G10,PRJEB39260,SAMEA7047225,NA,GCA_903975535.1,French
R1B1G11,PRJEB39260,SAMEA7047226,NA,GCA_903975545.1,French
R1B1G12,PRJEB39260,SAMEA7047227,NA,GCA_903975555.1,French
R1B1G15,PRJEB39260,SAMEA7047228,NA,GCA_903975565.1,French
R1B1G3,PRJEB39260,SAMEA7047229,NA,GCA_903975575.1,French
R1B1G4,PRJEB39260,SAMEA7047230,NA,GCA_903975585.1,French
R1B1G5,PRJEB39260,SAMEA7047231,NA,GCA_903975595.1,French
R1B1G6,PRJEB39260,SAMEA7047232,NA,GCA_903975605.1,French
R1B1G7,PRJEB39260,SAMEA7047233,NA,GCA_903975615.1,French
R1B1G9,PRJEB39260,SAMEA7047234,NA,GCA_903975635.1,French
R1B1H1,PRJEB39260,SAMEA7047240,NA,GCA_903975625.1,French
R1B1H10,PRJEB39260,SAMEA7047235,NA,GCA_903975645.1,French
R1B1H11,PRJEB39260,SAMEA7047236,NA,GCA_903975695.1,French
R1B1H12,PRJEB39260,SAMEA7047237,NA,GCA_903975685.1,French
R1B1H13,PRJEB39260,SAMEA7047238,NA,GCA_903975665.1,French
R1B1H15,PRJEB39260,SAMEA7047239,NA,GCA_903975675.1,French
R1B1H2,PRJEB39260,SAMEA7047241,NA,GCA_903975655.1,French
R1B1H6,PRJEB39260,SAMEA7047242,NA,GCA_903975705.1,French
R1B1H7,PRJEB39260,SAMEA7047243,NA,GCA_903975715.1,French
R1B1H8,PRJEB39260,SAMEA7047244,NA,GCA_903975735.1,French
R1B1H9,PRJEB39260,SAMEA7047245,NA,GCA_903975725.1,French
R1B1I10,PRJEB39260,SAMEA7047246,NA,GCA_903975745.1,French
R1B1I12,PRJEB39260,SAMEA7047247,NA,GCA_903975805.1,French
R1B1I14,PRJEB39260,SAMEA7047248,NA,GCA_903975775.1,French
R1B1I15,PRJEB39260,SAMEA7047249,NA,GCA_903975785.1,French
R1B1I3,PRJEB39260,SAMEA7047250,NA,GCA_903975765.1,French
R1B1I5,PRJEB39260,SAMEA7047251,NA,GCA_903975795.1,French
R1B1I6,PRJEB39260,SAMEA7047252,NA,GCA_903975755.1,French
R1B1I8,PRJEB39260,SAMEA7047253,NA,GCA_903975825.1,French
R1B1I9,PRJEB39260,SAMEA7047254,NA,GCA_903975835.1,French
R1B1J1,PRJEB39260,SAMEA7047257,NA,GCA_903975845.1,French
R1B1J11,PRJEB39260,SAMEA7047255,NA,GCA_903975815.1,French
R1B1J13,PRJEB39260,SAMEA7047256,NA,GCA_903975875.1,French
R1B1J2,PRJEB39260,SAMEA7047258,NA,GCA_903975885.1,French
R1B1J3,PRJEB39260,SAMEA7047259,NA,GCA_903975855.1,French
R1B1J4,PRJEB39260,SAMEA7047260,NA,GCA_903975865.1,French
R1B1J6,PRJEB39260,SAMEA7047261,NA,GCA_903975905.1,French
R1B1J7,PRJEB39260,SAMEA7047262,NA,GCA_903975895.1,French
R1B2A1,PRJEB39260,SAMEA7047264,NA,GCA_903975915.1,French
R1B2A11,PRJEB39260,SAMEA7047263,NA,GCA_903975925.1,French
R1B2A4,PRJEB39260,SAMEA7047265,NA,GCA_903975935.1,French
R1B2A5,PRJEB39260,SAMEA7047266,NA,GCA_903975945.1,French
R1B2A6,PRJEB39260,SAMEA7047267,NA,GCA_903975955.1,French
R1B2A8,PRJEB39260,SAMEA7047268,NA,GCA_903975985.1,French
R1B2A9,PRJEB39260,SAMEA7047269,NA,GCA_903975965.1,French
R1B2B14,PRJEB39260,SAMEA7047270,NA,GCA_903975975.1,French
R1B2B2,PRJEB39260,SAMEA7047271,NA,GCA_903976015.1,French
R1B2B3,PRJEB39260,SAMEA7047272,NA,GCA_903976045.1,French
R1B2B6,PRJEB39260,SAMEA7047273,NA,GCA_903976035.1,French
R1B2C10,PRJEB39260,SAMEA7047274,NA,GCA_903976025.1,French
R1B2C11,PRJEB39260,SAMEA7047275,NA,GCA_903976005.1,French
R1B2C5,PRJEB39260,SAMEA7047276,NA,GCA_903976055.1,French
R1B2C7,PRJEB39260,SAMEA7047277,NA,GCA_903975995.1,French
R1B2D6,PRJEB39260,SAMEA7047278,NA,GCA_903976095.1,French
R1B2D9,PRJEB39260,SAMEA7047279,NA,GCA_903976075.1,French
R1B2E1,PRJEB39260,SAMEA7047280,NA,GCA_903976065.1,French
R1B2E2,PRJEB39260,SAMEA7047281,NA,GCA_903976085.1,French
R1B2E3,PRJEB39260,SAMEA7047282,NA,GCA_903976105.1,French
R1B2E8,PRJEB39260,SAMEA7047283,NA,GCA_903976115.1,French
R1B2F10,PRJEB39260,SAMEA7047284,NA,GCA_903976125.1,French
R1B2F6,PRJEB39260,SAMEA7047285,NA,GCA_903976135.1,French
R1B2F7,PRJEB39260,SAMEA7047286,NA,GCA_903976145.1,French
R1B2G1,PRJEB39260,SAMEA7047288,NA,GCA_903976185.1,French
R1B2G11,PRJEB39260,SAMEA7047287,NA,GCA_903976165.1,French
R1B2G2,PRJEB39260,SAMEA7047289,NA,GCA_903976155.1,French
R1B2G3,PRJEB39260,SAMEA7047290,NA,GCA_903976175.1,French
R1B2G4,PRJEB39260,SAMEA7047291,NA,GCA_903976195.1,French
R1B2G5,PRJEB39260,SAMEA7047292,NA,GCA_903976215.1,French
R1B2H1,PRJEB39260,SAMEA7047293,NA,GCA_903976225.1,French
R1B2H5,PRJEB39260,SAMEA7047294,NA,GCA_903976205.1,French
R1B2H6,PRJEB39260,SAMEA7047295,NA,GCA_903976245.1,French
R1B2H7,PRJEB39260,SAMEA7047296,NA,GCA_903976235.1,French
R1B2H8,PRJEB39260,SAMEA7047297,NA,GCA_903976255.1,French
R1B2H9,PRJEB39260,SAMEA7047298,NA,GCA_903976265.1,French
R1B2I10,PRJEB39260,SAMEA7047299,NA,GCA_903976285.1,French
R1B2I2,PRJEB39260,SAMEA7047300,NA,GCA_903976275.1,French
R1B2I3,PRJEB39260,SAMEA7047301,NA,GCA_903976305.1,French
R1B2J1,PRJEB39260,SAMEA7047302,NA,GCA_903976315.1,French
R1B2J5,PRJEB39260,SAMEA7047303,NA,GCA_903976295.1,French
R1B2J9,PRJEB39260,SAMEA7047304,NA,GCA_903976325.1,French
R1B3A1,PRJEB39260,SAMEA7047305,NA,GCA_903976335.1,French
R1B3A3,PRJEB39260,SAMEA7047306,NA,GCA_903976355.1,French
R1B3A4,PRJEB39260,SAMEA7047307,NA,GCA_903976345.1,French
R1B3A5,PRJEB39260,SAMEA7047308,NA,GCA_903976385.1,French
R1B3A6,PRJEB39260,SAMEA7047309,NA,GCA_903976365.1,French
R1B3B2,PRJEB39260,SAMEA7047310,NA,GCA_903976375.1,French
R1B3B3,PRJEB39260,SAMEA7047311,NA,GCA_903976405.1,French
R1B3C1,PRJEB39260,SAMEA7047312,NA,GCA_903976395.1,French
R1B3C3,PRJEB39260,SAMEA7047313,NA,GCA_903976415.1,French
R1B3C5,PRJEB39260,SAMEA7047314,NA,GCA_903976505.1,French
R1B3D1,PRJEB39260,SAMEA7047315,NA,GCA_903976435.1,French
R1B3D2,PRJEB39260,SAMEA7047316,NA,GCA_903976475.1,French
R1B3D4,PRJEB39260,SAMEA7047317,NA,GCA_903976425.1,French
R1B3D5,PRJEB39260,SAMEA7047318,NA,GCA_903976485.1,French
R1B3E3,PRJEB39260,SAMEA7047319,NA,GCA_903976495.1,French
R1B3E4,PRJEB39260,SAMEA7047320,NA,GCA_903976445.1,French
R1B3E5,PRJEB39260,SAMEA7047321,NA,GCA_903976455.1,French
R1B3F2,PRJEB39260,SAMEA7047322,NA,GCA_903976465.1,French
R1B3F3,PRJEB39260,SAMEA7047323,NA,GCA_903976515.1,French
R1B3F5,PRJEB39260,SAMEA7047324,NA,GCA_903976535.1,French
R1B3G1,PRJEB39260,SAMEA7047325,NA,GCA_903976525.1,French
R1B3G2,PRJEB39260,SAMEA7047326,NA,GCA_903976545.1,French
R1B3G3,PRJEB39260,SAMEA7047327,NA,GCA_903976555.1,French
R1B3G5,PRJEB39260,SAMEA7047328,NA,GCA_903976565.1,French
R1B3H3,PRJEB39260,SAMEA7047329,NA,GCA_903976595.1,French
R1B3H4,PRJEB39260,SAMEA7047330,NA,GCA_903976635.1,French
R1B3H5,PRJEB39260,SAMEA7047331,NA,GCA_903976585.1,French
R1B3I1,PRJEB39260,SAMEA7047332,NA,GCA_903976615.1,French
R1B3I2,PRJEB39260,SAMEA7047333,NA,GCA_903976605.1,French
R1B3I3,PRJEB39260,SAMEA7047334,NA,GCA_903976645.1,French
R1B3I5,PRJEB39260,SAMEA7047335,NA,GCA_903976625.1,French
R1B3J4,PRJEB39260,SAMEA7047336,NA,GCA_903976685.1,French
R1B4C1,PRJEB39260,SAMEA7047337,NA,GCA_903976575.1,French
R1B4E1,PRJEB39260,SAMEA7047338,NA,GCA_903976675.1,French
R1B4F3,PRJEB39260,SAMEA7047339,NA,GCA_903976665.1,French
R1B4G1,PRJEB39260,SAMEA7047340,NA,GCA_903976655.1,French
R1B5A11,PRJEB39260,SAMEA7047341,NA,GCA_903976695.1,French
R1B5A12,PRJEB39260,SAMEA7047342,NA,GCA_903976705.1,French
R1B5A13,PRJEB39260,SAMEA7047343,NA,GCA_903976725.1,French
R1B5A5,PRJEB39260,SAMEA7047344,NA,GCA_903976715.1,French
R1B5A6,PRJEB39260,SAMEA7047345,NA,GCA_903976735.1,French
R1B5A9,PRJEB39260,SAMEA7047346,NA,GCA_903976755.1,French
R1B5B3,PRJEB39260,SAMEA7047347,NA,GCA_903976745.1,French
R1B5B6,PRJEB39260,SAMEA7047348,NA,GCA_903976765.1,French
R1B5B8,PRJEB39260,SAMEA7047349,NA,GCA_903976825.1,French
R1B5B9,PRJEB39260,SAMEA7047350,NA,GCA_903976815.1,French
R1B5C1,PRJEB39260,SAMEA7047353,NA,GCA_903976835.1,French
R1B5C11,PRJEB39260,SAMEA7047351,NA,GCA_903976785.1,French
R1B5C13,PRJEB39260,SAMEA7047352,NA,GCA_903976795.1,French
R1B5C3,PRJEB39260,SAMEA7047354,NA,GCA_903976775.1,French
R1B5C5,PRJEB39260,SAMEA7047355,NA,GCA_903976805.1,French
R1B5C6,PRJEB39260,SAMEA7047356,NA,GCA_903976865.1,French
R1B5D10,PRJEB39260,SAMEA7047357,NA,GCA_903976875.1,French
R1B5D2,PRJEB39260,SAMEA7047358,NA,GCA_903976845.1,French
R1B5D4,PRJEB39260,SAMEA7047359,NA,GCA_903976855.1,French
R1B5D5,PRJEB39260,SAMEA7047360,NA,GCA_903976905.1,French
R1B5D8,PRJEB39260,SAMEA7047361,NA,GCA_903976895.1,French
R1B5E11,PRJEB39260,SAMEA7047362,NA,GCA_903976885.1,French
R1B5E13,PRJEB39260,SAMEA7047363,NA,GCA_903976935.1,French
R1B5E3,PRJEB39260,SAMEA7047364,NA,GCA_903976925.1,French
R1B5E7,PRJEB39260,SAMEA7047365,NA,GCA_903976915.1,French
R1B5F10,PRJEB39260,SAMEA7047366,NA,GCA_903976945.1,French
R1B5F11,PRJEB39260,SAMEA7047367,NA,GCA_903976955.1,French
R1B5F12,PRJEB39260,SAMEA7047368,NA,GCA_903976965.1,French
R1B5F2,PRJEB39260,SAMEA7047369,NA,GCA_903976975.1,French
R1B5F3,PRJEB39260,SAMEA7047370,NA,GCA_903976985.1,French
R1B5F5,PRJEB39260,SAMEA7047371,NA,GCA_903976995.1,French
R1B5F8,PRJEB39260,SAMEA7047372,NA,GCA_903977005.1,French
R1B5F9,PRJEB39260,SAMEA7047373,NA,GCA_903977055.1,French
R1B5G13,PRJEB39260,SAMEA7047374,NA,GCA_903977035.1,French
R1B5G3,PRJEB39260,SAMEA7047375,NA,GCA_903977075.1,French
R1B5G6,PRJEB39260,SAMEA7047376,NA,GCA_903977045.1,French
R1B5G7,PRJEB39260,SAMEA7047377,NA,GCA_903977065.1,French
R1B5G9,PRJEB39260,SAMEA7047378,NA,GCA_903977025.1,French
R1B5H2,PRJEB39260,SAMEA7047379,NA,GCA_903977015.1,French
R1B5H8,PRJEB39260,SAMEA7047380,NA,GCA_903977085.1,French
R1B5H9,PRJEB39260,SAMEA7047381,NA,GCA_903977095.1,French
R1B5I1,PRJEB39260,SAMEA7047382,NA,GCA_903977105.1,French
R1B5I3,PRJEB39260,SAMEA7047383,NA,GCA_903977115.1,French
R1B5I4,PRJEB39260,SAMEA7047384,NA,GCA_903977135.1,French
R1B5I5,PRJEB39260,SAMEA7047385,NA,GCA_903977125.1,French
R1B5I6,PRJEB39260,SAMEA7047386,NA,GCA_903977185.1,French
R1B5J10,PRJEB39260,SAMEA7047387,NA,GCA_903977195.1,French
R1B5J11,PRJEB39260,SAMEA7047388,NA,GCA_903977165.1,French
R1B5J2,PRJEB39260,SAMEA7047389,NA,GCA_903977205.1,French
R1B5J3,PRJEB39260,SAMEA7047390,NA,GCA_903977155.1,French
R1B5J7,PRJEB39260,SAMEA7047391,NA,GCA_903977215.1,French
R1B6A1,PRJEB39260,SAMEA7047395,NA,GCA_903977175.1,French
R1B6A11,PRJEB39260,SAMEA7047392,NA,GCA_903977145.1,French
R1B6A15,PRJEB39260,SAMEA7047393,NA,GCA_903977265.1,French
R1B6A19,PRJEB39260,SAMEA7047394,NA,GCA_903977305.1,French
R1B6A2,PRJEB39260,SAMEA7047396,NA,GCA_903977315.1,French
R1B6A3,PRJEB39260,SAMEA7047397,NA,GCA_903977255.1,French
R1B6A6,PRJEB39260,SAMEA7047398,NA,GCA_903977285.1,French
R1B6A7,PRJEB39260,SAMEA7047399,NA,GCA_903977245.1,French
R1B6A8,PRJEB39260,SAMEA7047400,NA,GCA_903977235.1,French
R1B6A9,PRJEB39260,SAMEA7047401,NA,GCA_903977295.1,French
R1B6B1,PRJEB39260,SAMEA7047408,NA,GCA_903977225.1,French
R1B6B10,PRJEB39260,SAMEA7047402,NA,GCA_903977275.1,French
R1B6B11,PRJEB39260,SAMEA7047403,NA,GCA_903977325.1,French
R1B6B12,PRJEB39260,SAMEA7047404,NA,GCA_903977335.1,French
R1B6B13,PRJEB39260,SAMEA7047405,NA,GCA_903977345.1,French
R1B6B14,PRJEB39260,SAMEA7047406,NA,GCA_903977355.1,French
R1B6B16,PRJEB39260,SAMEA7047407,NA,GCA_903977375.1,French
R1B6B2,PRJEB39260,SAMEA7047409,NA,GCA_903977365.1,French
R1B6B3,PRJEB39260,SAMEA7047410,NA,GCA_903977385.1,French
R1B6B4,PRJEB39260,SAMEA7047411,NA,GCA_903977395.1,French
R1B6B5,PRJEB39260,SAMEA7047412,NA,GCA_903977435.1,French
R1B6B6,PRJEB39260,SAMEA7047413,NA,GCA_903977485.1,French
R1B6B7,PRJEB39260,SAMEA7047414,NA,GCA_903977495.1,French
R1B6C14,PRJEB39260,SAMEA7047415,NA,GCA_903977515.1,French
R1B6C15,PRJEB39260,SAMEA7047416,NA,GCA_903977415.1,French
R1B6C17,PRJEB39260,SAMEA7047417,NA,GCA_903977465.1,French
R1B6C18,PRJEB39260,SAMEA7047419,NA,GCA_903977445.1,French
R1B6C19,PRJEB39260,SAMEA7047420,NA,GCA_903977405.1,French
R1B6C2,PRJEB39260,SAMEA7047421,NA,GCA_903977505.1,French
R1B6C3,PRJEB39260,SAMEA7047422,NA,GCA_903977425.1,French
R1B6C8,PRJEB39260,SAMEA7047423,NA,GCA_903977475.1,French
R1B6C9,PRJEB39260,SAMEA7047424,NA,GCA_903977455.1,French
R1B6D1,PRJEB39260,SAMEA7047430,NA,GCA_903977525.1,French
R1B6D10,PRJEB39260,SAMEA7047425,NA,GCA_903977555.1,French
R1B6D11,PRJEB39260,SAMEA7047426,NA,GCA_903977545.1,French
R1B6D12,PRJEB39260,SAMEA7047427,NA,GCA_903977535.1,French
R1B6D13,PRJEB39260,SAMEA7047428,NA,GCA_903977565.1,French
R1B6D16,PRJEB39260,SAMEA7047429,NA,GCA_903977575.1,French
R1B6D5,PRJEB39260,SAMEA7047431,NA,GCA_903977595.1,French
R1B6D6,PRJEB39260,SAMEA7047432,NA,GCA_903977585.1,French
R1B6E1,PRJEB39260,SAMEA7047437,NA,GCA_903977605.1,French
R1B6E14,PRJEB39260,SAMEA7047433,NA,GCA_903977625.1,French
R1B6E15,PRJEB39260,SAMEA7047434,NA,GCA_903977615.1,French
R1B6E17,PRJEB39260,SAMEA7047435,NA,GCA_903977635.1,French
R1B6E19,PRJEB39260,SAMEA7047436,NA,GCA_903977685.1,French
R1B6E2,PRJEB39260,SAMEA7047438,NA,GCA_903977645.1,French
R1B6E3,PRJEB39260,SAMEA7047439,NA,GCA_903977665.1,French
R1B6E6,PRJEB39260,SAMEA7047440,NA,GCA_903977675.1,French
R1B6E7,PRJEB39260,SAMEA7047441,NA,GCA_903977655.1,French
R1B6E8,PRJEB39260,SAMEA7047442,NA,GCA_903977705.1,French
R1B6E9,PRJEB39260,SAMEA7047443,NA,GCA_903977735.1,French
R1B6F10,PRJEB39260,SAMEA7047444,NA,GCA_903977745.1,French
R1B6F11,PRJEB39260,SAMEA7047445,NA,GCA_903977725.1,French
R1B6F12,PRJEB39260,SAMEA7047446,NA,GCA_903977755.1,French
R1B6F13,PRJEB39260,SAMEA7047447,NA,GCA_903977695.1,French
R1B6F14,PRJEB39260,SAMEA7047448,NA,GCA_903977715.1,French
R1B6F16,PRJEB39260,SAMEA7047449,NA,GCA_903977775.1,French
R1B6F18,PRJEB39260,SAMEA7047450,NA,GCA_903977765.1,French
R1B6F19,PRJEB39260,SAMEA7047451,NA,GCA_903977795.1,French
R1B6F4,PRJEB39260,SAMEA7047452,NA,GCA_903977835.1,French
R1B6F5,PRJEB39260,SAMEA7047453,NA,GCA_903977845.1,French
R1B6F7,PRJEB39260,SAMEA7047454,NA,GCA_903977805.1,French
R1B6G11,PRJEB39260,SAMEA7047455,NA,GCA_903977815.1,French
R1B6G14,PRJEB39260,SAMEA7047456,NA,GCA_903977825.1,French
R1B6G16,PRJEB39260,SAMEA7047457,NA,GCA_903977785.1,French
R1B6G2,PRJEB39260,SAMEA7047458,NA,GCA_903977855.1,French
R1B6G3,PRJEB39260,SAMEA7047459,NA,GCA_903977865.1,French
R1B6G4,PRJEB39260,SAMEA7047460,NA,GCA_903977875.1,French
R1B6G6,PRJEB39260,SAMEA7047461,NA,CAJDIS010000000,French
R1B6G7,PRJEB39260,SAMEA7047462,NA,GCA_903977935.1,French
R1B6G8,PRJEB39260,SAMEA7047463,NA,GCA_903977905.1,French
R1B6G9,PRJEB39260,SAMEA7047464,NA,GCA_903977895.1,French
R1B6H1,PRJEB39260,SAMEA7047471,NA,GCA_903977925.1,French
R1B6H12,PRJEB39260,SAMEA7047465,NA,GCA_903977915.1,French
R1B6H13,PRJEB39260,SAMEA7047466,NA,GCA_903977955.1,French
R1B6H15,PRJEB39260,SAMEA7047467,NA,GCA_903977945.1,French
R1B6H16,PRJEB39260,SAMEA7047468,NA,GCA_903977975.1,French
R1B6H18,PRJEB39260,SAMEA7047469,NA,GCA_903977965.1,French
R1B6H19,PRJEB39260,SAMEA7047470,NA,GCA_903978015.1,French
R1B6H7,PRJEB39260,SAMEA7047472,NA,GCA_903978005.1,French
R1B6H8,PRJEB39260,SAMEA7047473,NA,GCA_903977985.1,French
R1B6I1,PRJEB39260,SAMEA7047477,NA,GCA_903977995.1,French
R1B6I11,PRJEB39260,SAMEA7047474,NA,GCA_903978035.1,French
R1B6I14,PRJEB39260,SAMEA7047475,NA,GCA_903978025.1,French
R1B6I15,PRJEB39260,SAMEA7047476,NA,GCA_903978055.1,French
R1B6I2,PRJEB39260,SAMEA7047478,NA,GCA_903978065.1,French
R1B6I3,PRJEB39260,SAMEA7047479,NA,GCA_903978075.1,French
R1B6I5,PRJEB39260,SAMEA7047480,NA,GCA_903978045.1,French
R1B6I6,PRJEB39260,SAMEA7047481,NA,GCA_903978085.1,French
R1B6J10,PRJEB39260,SAMEA7047482,NA,GCA_903978095.1,French
R1B6J11,PRJEB39260,SAMEA7047483,NA,GCA_903978115.1,French
R1B6J12,PRJEB39260,SAMEA7047484,NA,GCA_903978105.1,French
R1B6J13,PRJEB39260,SAMEA7047485,NA,GCA_903978155.1,French
R1B6J15,PRJEB39260,SAMEA7047486,NA,GCA_903978125.1,French
R1B6J16,PRJEB39260,SAMEA7047487,NA,GCA_903978135.1,French
R1B6J4,PRJEB39260,SAMEA7047488,NA,GCA_903978145.1,French
R1B6J8,PRJEB39260,SAMEA7047489,NA,GCA_903978165.1,French
R1B6J9,PRJEB39260,SAMEA7047490,NA,GCA_903978175.1,French
