Name,BioProject,BioSample,SRA,Assembly,Collection
ECO0375,PRJEB4681,SAMEA2204591,ERR434888,GCF_000005845.1,Cambridge
ECO0378,PRJEB4681,SAMEA2204597,ERR434889,GCF_000005845.1,Cambridge
ECO0380,PRJEB4681,SAMEA2204598,ERR434890,GCF_000005845.1,Cambridge
ECO0385,PRJEB4681,SAMEA2204695,ERR434891,GCF_000005845.1,Cambridge
eo199,PRJEB4681,SAMEA2204708,ERR434892,GCF_000005845.1,Cambridge
eo219,PRJEB4681,SAMEA2204716,ERR434893,GCF_000005845.1,Cambridge
eo238,PRJEB4681,SAMEA2204725,ERR434894,GCF_000005845.1,Cambridge
eo266,PRJEB4681,SAMEA2204731,ERR434895,GCF_000005845.1,Cambridge
eo301,PRJEB4681,SAMEA2204734,ERR434896,GCF_000005845.1,Cambridge
eo395,PRJEB4681,SAMEA2204779,ERR434897,GCF_000005845.1,Cambridge
ECO0701,PRJEB4681,SAMEA2204888,ERR434898,GCF_000005845.1,Cambridge
eo716,PRJEB4681,SAMEA2204908,ERR434899,GCF_000005845.1,Cambridge
eo818,PRJEB4681,SAMEA2204931,ERR434900,GCF_000005845.1,Cambridge
eo841,PRJEB4681,SAMEA2204940,ERR434901,GCF_000005845.1,Cambridge
eo843,PRJEB4681,SAMEA2204942,ERR434902,GCF_000005845.1,Cambridge
eo848,PRJEB4681,SAMEA2204946,ERR434903,GCF_000005845.1,Cambridge
eo883,PRJEB4681,SAMEA2204951,ERR434904,GCF_000005845.1,Cambridge
eo311,PRJEB4681,SAMEA2204962,ERR434905,GCF_000005845.1,Cambridge
eo380,PRJEB4681,SAMEA2204968,ERR434906,GCF_000005845.1,Cambridge
ECO0881,PRJEB4681,SAMEA2204986,ERR434907,GCF_000005845.1,Cambridge
eo1063,PRJEB4681,SAMEA2204989,ERR434908,GCF_000005845.1,Cambridge
eo1059,PRJEB4681,SAMEA2204991,ERR434909,GCF_000005845.1,Cambridge
eo1056,PRJEB4681,SAMEA2204992,ERR434910,GCF_000005845.1,Cambridge
eo888,PRJEB4681,SAMEA2204996,ERR434911,GCF_000005845.1,Cambridge
eo890,PRJEB4681,SAMEA2204998,ERR434912,GCF_000005845.1,Cambridge
eo943,PRJEB4681,SAMEA2205018,ERR434913,GCF_000005845.1,Cambridge
eo947,PRJEB4681,SAMEA2205022,ERR434914,GCF_000005845.1,Cambridge
eo948,PRJEB4681,SAMEA2205023,ERR434915,GCF_000005845.1,Cambridge
eo952,PRJEB4681,SAMEA2205027,ERR434916,GCF_000005845.1,Cambridge
eo956,PRJEB4681,SAMEA2205031,ERR434917,GCF_000005845.1,Cambridge
eo972,PRJEB4681,SAMEA2205036,ERR434918,GCF_000005845.1,Cambridge
eo1011,PRJEB4681,SAMEA2205045,ERR434919,GCF_000005845.1,Cambridge
eo1016,PRJEB4681,SAMEA2205049,ERR434920,GCF_000005845.1,Cambridge
eo1017,PRJEB4681,SAMEA2205050,ERR434921,GCF_000005845.1,Cambridge
eo1055,PRJEB4681,SAMEA2205058,ERR434922,GCF_000005845.1,Cambridge
eo1057,PRJEB4681,SAMEA2205059,ERR434923,GCF_000005845.1,Cambridge
eo1307,PRJEB4681,SAMEA2205140,ERR434924,GCF_000005845.1,Cambridge
eo2194,PRJEB4681,SAMEA2205393,ERR434925,GCF_000005845.1,Cambridge
eo2279,PRJEB4681,SAMEA2205407,ERR434926,GCF_000005845.1,Cambridge
eo2379,PRJEB4681,SAMEA2205425,ERR434927,GCF_000005845.1,Cambridge
eo2835,PRJEB4681,SAMEA2205523,ERR434928,GCF_000005845.1,Cambridge
eo3015,PRJEB4681,SAMEA2205538,ERR434929,GCF_000005845.1,Cambridge
eo3766,PRJEB4681,SAMEA2205618,ERR434930,GCF_000005845.1,Cambridge
ECO0020,PRJEB4681,SAMEA2204248,ERR434931,GCF_000005845.1,Cambridge
ECO0035,PRJEB4681,SAMEA2204263,ERR434932,GCF_000005845.1,Cambridge
ECO0037,PRJEB4681,SAMEA2204265,ERR434933,GCF_000005845.1,Cambridge
ECO0038,PRJEB4681,SAMEA2204266,ERR434934,GCF_000005845.1,Cambridge
ECO0041,PRJEB4681,SAMEA2204269,ERR434935,GCF_000005845.1,Cambridge
ECO0058,PRJEB4681,SAMEA2204286,ERR434936,GCF_000005845.1,Cambridge
ECO0061,PRJEB4681,SAMEA2204289,ERR434937,GCF_000005845.1,Cambridge
ECO0072,PRJEB4681,SAMEA2204300,ERR434938,GCF_000005845.1,Cambridge
ECO0075,PRJEB4681,SAMEA2204303,ERR434939,GCF_000005845.1,Cambridge
ECO0080,PRJEB4681,SAMEA2204308,ERR434940,GCF_000005845.1,Cambridge
ECO0085,PRJEB4681,SAMEA2204313,ERR434941,GCF_000005845.1,Cambridge
ECO0088,PRJEB4681,SAMEA2204316,ERR434942,GCF_000005845.1,Cambridge
ECO0095,PRJEB4681,SAMEA2204323,ERR434943,GCF_000005845.1,Cambridge
ECO0110,PRJEB4681,SAMEA2204338,ERR434944,GCF_000005845.1,Cambridge
ECO0114,PRJEB4681,SAMEA2204342,ERR434945,GCF_000005845.1,Cambridge
ECO0126,PRJEB4681,SAMEA2204354,ERR434946,GCF_000005845.1,Cambridge
ECO0130,PRJEB4681,SAMEA2204358,ERR434947,GCF_000005845.1,Cambridge
ECO0138,PRJEB4681,SAMEA2204366,ERR434948,GCF_000005845.1,Cambridge
ECO0149,PRJEB4681,SAMEA2204377,ERR434949,GCF_000005845.1,Cambridge
ECO0164,PRJEB4681,SAMEA2204392,ERR434950,GCF_000005845.1,Cambridge
ECO0169,PRJEB4681,SAMEA2204397,ERR434951,GCF_000005845.1,Cambridge
ECO0170,PRJEB4681,SAMEA2204398,ERR434952,GCF_000005845.1,Cambridge
ECO0172,PRJEB4681,SAMEA2204400,ERR434953,GCF_000005845.1,Cambridge
ECO0183,PRJEB4681,SAMEA2204411,ERR434954,GCF_000005845.1,Cambridge
ECO0184,PRJEB4681,SAMEA2204412,ERR434955,GCF_000005845.1,Cambridge
ECO0187,PRJEB4681,SAMEA2204415,ERR434956,GCF_000005845.1,Cambridge
ECO0196,PRJEB4681,SAMEA2204518,ERR434957,GCF_000005845.1,Cambridge
ECO0307,PRJEB4681,SAMEA2204527,ERR434958,GCF_000005845.1,Cambridge
ECO0315,PRJEB4681,SAMEA2204535,ERR434959,GCF_000005845.1,Cambridge
ECO0345,PRJEB4681,SAMEA2204563,ERR434960,GCF_000005845.1,Cambridge
ECO0356,PRJEB4681,SAMEA2204574,ERR434961,GCF_000005845.1,Cambridge
ECO0374,PRJEB4681,SAMEA2204590,ERR434962,GCF_000005845.1,Cambridge
ECO0381,PRJEB4681,SAMEA2204592,ERR434963,GCF_000005845.1,Cambridge
ECO0384,PRJEB4681,SAMEA2204595,ERR434964,GCF_000005845.1,Cambridge
ECO0376,PRJEB4681,SAMEA2204596,ERR434965,GCF_000005845.1,Cambridge
ECO0386,PRJEB4681,SAMEA2204599,ERR434966,GCF_000005845.1,Cambridge
ECO0434,PRJEB4681,SAMEA2204640,ERR434967,GCF_000005845.1,Cambridge
ECO0439,PRJEB4681,SAMEA2204645,ERR434968,GCF_000005845.1,Cambridge
eo21,PRJEB4681,SAMEA2204646,ERR434969,GCF_000005845.1,Cambridge
ECO0321,PRJEB4681,SAMEA2204692,ERR434970,GCF_000005845.1,Cambridge
eo38,PRJEB4681,SAMEA2204699,ERR434971,GCF_000005845.1,Cambridge
eo40,PRJEB4681,SAMEA2204700,ERR434972,GCF_000005845.1,Cambridge
eo192,PRJEB4681,SAMEA2204703,ERR434973,GCF_000005845.1,Cambridge
eo225,PRJEB4681,SAMEA2204718,ERR434974,GCF_000005845.1,Cambridge
eo230,PRJEB4681,SAMEA2204721,ERR434975,GCF_000005845.1,Cambridge
eo264,PRJEB4681,SAMEA2204730,ERR434976,GCF_000005845.1,Cambridge
eo267,PRJEB4681,SAMEA2204732,ERR434977,GCF_000005845.1,Cambridge
eo302,PRJEB4681,SAMEA2204735,ERR434978,GCF_000005845.1,Cambridge
eo336,PRJEB4681,SAMEA2204756,ERR434979,GCF_000005845.1,Cambridge
eo394,PRJEB4681,SAMEA2204778,ERR434980,GCF_000005845.1,Cambridge
eo396,PRJEB4681,SAMEA2204780,ERR434981,GCF_000005845.1,Cambridge
ECO0700,PRJEB4681,SAMEA2204887,ERR434982,GCF_000005845.1,Cambridge
eo694,PRJEB4681,SAMEA2204898,ERR434983,GCF_000005845.1,Cambridge
eo711,PRJEB4681,SAMEA2204903,ERR434984,GCF_000005845.1,Cambridge
eo763,PRJEB4681,SAMEA2204912,ERR434985,GCF_000005845.1,Cambridge
eo806,PRJEB4681,SAMEA2204924,ERR434986,GCF_000005845.1,Cambridge
ECO0761,PRJEB4681,SAMEA2204934,ERR434987,GCF_000005845.1,Cambridge
eo824,PRJEB4681,SAMEA2204935,ERR434988,GCF_000005845.1,Cambridge
eo443,PRJEB4681,SAMEA2204954,ERR434989,GCF_000005845.1,Cambridge
eo99,PRJEB4681,SAMEA2204958,ERR434990,GCF_000005845.1,Cambridge
ECO0430,PRJEB4681,SAMEA2204959,ERR434991,GCF_000005845.1,Cambridge
eo592,PRJEB4681,SAMEA2204974,ERR434992,GCF_000005845.1,Cambridge
eo596,PRJEB4681,SAMEA2204978,ERR434993,GCF_000005845.1,Cambridge
eo949,PRJEB4681,SAMEA2205024,ERR434994,GCF_000005845.1,Cambridge
eo1308,PRJEB4681,SAMEA2205141,ERR434995,GCF_000005845.1,Cambridge
eo1311,PRJEB4681,SAMEA2205144,ERR434996,GCF_000005845.1,Cambridge
eo1319,PRJEB4681,SAMEA2205151,ERR434997,GCF_000005845.1,Cambridge
eo1321,PRJEB4681,SAMEA2205153,ERR434998,GCF_000005845.1,Cambridge
eo1323,PRJEB4681,SAMEA2205155,ERR434999,GCF_000005845.1,Cambridge
eo1673,PRJEB4681,SAMEA2205181,ERR435000,GCF_000005845.1,Cambridge
eo1473,PRJEB4681,SAMEA2205313,ERR435001,GCF_000005845.1,Cambridge
eo2013,PRJEB4681,SAMEA2205343,ERR435002,GCF_000005845.1,Cambridge
eo2356,PRJEB4681,SAMEA2205399,ERR435003,GCF_000005845.1,Cambridge
eo1852,PRJEB4681,SAMEA2205427,ERR435004,GCF_000005845.1,Cambridge
eo2631,PRJEB4681,SAMEA2205445,ERR435005,GCF_000005845.1,Cambridge
eo2574,PRJEB4681,SAMEA2205453,ERR435006,GCF_000005845.1,Cambridge
eo2697,PRJEB4681,SAMEA2205462,ERR435007,GCF_000005845.1,Cambridge
eo2893,PRJEB4681,SAMEA2205481,ERR435008,GCF_000005845.1,Cambridge
eo2904,PRJEB4681,SAMEA2205486,ERR435009,GCF_000005845.1,Cambridge
eo2973,PRJEB4681,SAMEA2205493,ERR435010,GCF_000005845.1,Cambridge
eo3007,PRJEB4681,SAMEA2205502,ERR435011,GCF_000005845.1,Cambridge
eo3040,PRJEB4681,SAMEA2205513,ERR435012,GCF_000005845.1,Cambridge
eo2694,PRJEB4681,SAMEA2205516,ERR435013,GCF_000005845.1,Cambridge
eo3372,PRJEB4681,SAMEA2205561,ERR435014,GCF_000005845.1,Cambridge
eo3387,PRJEB4681,SAMEA2205569,ERR435015,GCF_000005845.1,Cambridge
eo3390,PRJEB4681,SAMEA2205571,ERR435016,GCF_000005845.1,Cambridge
eo3488,PRJEB4681,SAMEA2205581,ERR435017,GCF_000005845.1,Cambridge
eo3489,PRJEB4681,SAMEA2205583,ERR435018,GCF_000005845.1,Cambridge
eo3514,PRJEB4681,SAMEA2205587,ERR435019,GCF_000005845.1,Cambridge
eo3539,PRJEB4681,SAMEA2205593,ERR435020,GCF_000005845.1,Cambridge
eo3565,PRJEB4681,SAMEA2205597,ERR435021,GCF_000005845.1,Cambridge
eo3572,PRJEB4681,SAMEA2205602,ERR435022,GCF_000005845.1,Cambridge
eo3676,PRJEB4681,SAMEA2205604,ERR435023,GCF_000005845.1,Cambridge
eo3678,PRJEB4681,SAMEA2205606,ERR435024,GCF_000005845.1,Cambridge
eo3684,PRJEB4681,SAMEA2205611,ERR435025,GCF_000005845.1,Cambridge
eo3765,PRJEB4681,SAMEA2205617,ERR435026,GCF_000005845.1,Cambridge
ECO0021,PRJEB4681,SAMEA2204249,ERR435027,GCF_000005845.1,Cambridge
ECO0039,PRJEB4681,SAMEA2204267,ERR435028,GCF_000005845.1,Cambridge
ECO0043,PRJEB4681,SAMEA2204271,ERR435029,GCF_000005845.1,Cambridge
ECO0056,PRJEB4681,SAMEA2204284,ERR435030,GCF_000005845.1,Cambridge
ECO0070,PRJEB4681,SAMEA2204298,ERR435031,GCF_000005845.1,Cambridge
ECO0071,PRJEB4681,SAMEA2204299,ERR435032,GCF_000005845.1,Cambridge
ECO0076,PRJEB4681,SAMEA2204304,ERR435033,GCF_000005845.1,Cambridge
ECO0077,PRJEB4681,SAMEA2204305,ERR435034,GCF_000005845.1,Cambridge
ECO0094,PRJEB4681,SAMEA2204322,ERR435035,GCF_000005845.1,Cambridge
ECO0104,PRJEB4681,SAMEA2204332,ERR435036,GCF_000005845.1,Cambridge
ECO0105,PRJEB4681,SAMEA2204333,ERR435037,GCF_000005845.1,Cambridge
ECO0127,PRJEB4681,SAMEA2204355,ERR435038,GCF_000005845.1,Cambridge
ECO0144,PRJEB4681,SAMEA2204372,ERR435039,GCF_000005845.1,Cambridge
ECO0151,PRJEB4681,SAMEA2204379,ERR435040,GCF_000005845.1,Cambridge
ECO0156,PRJEB4681,SAMEA2204384,ERR435041,GCF_000005845.1,Cambridge
ECO0158,PRJEB4681,SAMEA2204386,ERR435042,GCF_000005845.1,Cambridge
ECO0174,PRJEB4681,SAMEA2204402,ERR435043,GCF_000005845.1,Cambridge
ECO0180,PRJEB4681,SAMEA2204408,ERR435044,GCF_000005845.1,Cambridge
ECO0181,PRJEB4681,SAMEA2204409,ERR435045,GCF_000005845.1,Cambridge
ECO0189,PRJEB4681,SAMEA2204417,ERR435046,GCF_000005845.1,Cambridge
ECO0305,PRJEB4681,SAMEA2204526,ERR435047,GCF_000005845.1,Cambridge
ECO0309,PRJEB4681,SAMEA2204529,ERR435048,GCF_000005845.1,Cambridge
ECO0314,PRJEB4681,SAMEA2204534,ERR435049,GCF_000005845.1,Cambridge
ECO0316,PRJEB4681,SAMEA2204536,ERR435050,GCF_000005845.1,Cambridge
ECO0317,PRJEB4681,SAMEA2204537,ERR435051,GCF_000005845.1,Cambridge
ECO0319,PRJEB4681,SAMEA2204538,ERR435052,GCF_000005845.1,Cambridge
ECO0323,PRJEB4681,SAMEA2204541,ERR435053,GCF_000005845.1,Cambridge
ECO0327,PRJEB4681,SAMEA2204545,ERR435054,GCF_000005845.1,Cambridge
ECO0341,PRJEB4681,SAMEA2204559,ERR435055,GCF_000005845.1,Cambridge
ECO0343,PRJEB4681,SAMEA2204561,ERR435056,GCF_000005845.1,Cambridge
ECO0357,PRJEB4681,SAMEA2204575,ERR435057,GCF_000005845.1,Cambridge
ECO0359,PRJEB4681,SAMEA2204577,ERR435058,GCF_000005845.1,Cambridge
ECO0306,PRJEB4681,SAMEA2204691,ERR435059,GCF_000005845.1,Cambridge
ECO0428,PRJEB4681,SAMEA2204698,ERR435060,GCF_000005845.1,Cambridge
eo234,PRJEB4681,SAMEA2204724,ERR435061,GCF_000005845.1,Cambridge
eo308,PRJEB4681,SAMEA2204740,ERR435062,GCF_000005845.1,Cambridge
eo669,PRJEB4681,SAMEA2204885,ERR435063,GCF_000005845.1,Cambridge
eo689,PRJEB4681,SAMEA2204894,ERR435064,GCF_000005845.1,Cambridge
eo767,PRJEB4681,SAMEA2204916,ERR435065,GCF_000005845.1,Cambridge
eo770,PRJEB4681,SAMEA2204919,ERR435066,GCF_000005845.1,Cambridge
ECO0752,PRJEB4681,SAMEA2204930,ERR435067,GCF_000005845.1,Cambridge
eo820,PRJEB4681,SAMEA2204933,ERR435068,GCF_000005845.1,Cambridge
eo478,PRJEB4681,SAMEA2204955,ERR435069,GCF_000005845.1,Cambridge
eo573,PRJEB4681,SAMEA2204956,ERR435070,GCF_000005845.1,Cambridge
eo578,PRJEB4681,SAMEA2204957,ERR435071,GCF_000005845.1,Cambridge
eo397,PRJEB4681,SAMEA2204969,ERR435072,GCF_000005845.1,Cambridge
eo594,PRJEB4681,SAMEA2204976,ERR435073,GCF_000005845.1,Cambridge
eo924,PRJEB4681,SAMEA2204980,ERR435074,GCF_000005845.1,Cambridge
eo926,PRJEB4681,SAMEA2204981,ERR435075,GCF_000005845.1,Cambridge
eo927,PRJEB4681,SAMEA2204982,ERR435076,GCF_000005845.1,Cambridge
eo959,PRJEB4681,SAMEA2204984,ERR435077,GCF_000005845.1,Cambridge
eo1094,PRJEB4681,SAMEA2204985,ERR435078,GCF_000005845.1,Cambridge
eo1096,PRJEB4681,SAMEA2204987,ERR435079,GCF_000005845.1,Cambridge
eo885,PRJEB4681,SAMEA2204993,ERR435080,GCF_000005845.1,Cambridge
ECO0784,PRJEB4681,SAMEA2204994,ERR435081,GCF_000005845.1,Cambridge
eo889,PRJEB4681,SAMEA2204997,ERR435082,GCF_000005845.1,Cambridge
eo915,PRJEB4681,SAMEA2205003,ERR435083,GCF_000005845.1,Cambridge
eo916,PRJEB4681,SAMEA2205004,ERR435084,GCF_000005845.1,Cambridge
eo917,PRJEB4681,SAMEA2205005,ERR435085,GCF_000005845.1,Cambridge
eo921,PRJEB4681,SAMEA2205009,ERR435086,GCF_000005845.1,Cambridge
eo942,PRJEB4681,SAMEA2205017,ERR435087,GCF_000005845.1,Cambridge
eo944,PRJEB4681,SAMEA2205019,ERR435088,GCF_000005845.1,Cambridge
eo946,PRJEB4681,SAMEA2205021,ERR435089,GCF_000005845.1,Cambridge
eo950,PRJEB4681,SAMEA2205025,ERR435090,GCF_000005845.1,Cambridge
eo973,PRJEB4681,SAMEA2205037,ERR435091,GCF_000005845.1,Cambridge
eo974,PRJEB4681,SAMEA2205038,ERR435092,GCF_000005845.1,Cambridge
eo976,PRJEB4681,SAMEA2205040,ERR435093,GCF_000005845.1,Cambridge
eo1018,PRJEB4681,SAMEA2205051,ERR435094,GCF_000005845.1,Cambridge
eo1058,PRJEB4681,SAMEA2205060,ERR435095,GCF_000005845.1,Cambridge
eo2359,PRJEB4681,SAMEA2205401,ERR435096,GCF_000005845.1,Cambridge
eo2380,PRJEB4681,SAMEA2205415,ERR435097,GCF_000005845.1,Cambridge
eo3035,PRJEB4681,SAMEA2205509,ERR435098,GCF_000005845.1,Cambridge
eo2693,PRJEB4681,SAMEA2205510,ERR435099,GCF_000005845.1,Cambridge
ECO0054,PRJEB4681,SAMEA2204282,ERR435100,GCF_000005845.1,Cambridge
ECO0200,PRJEB4681,SAMEA2204419,ERR435101,GCF_000005845.1,Cambridge
ECO0209,PRJEB4681,SAMEA2204428,ERR435102,GCF_000005845.1,Cambridge
ECO0230,PRJEB4681,SAMEA2204447,ERR435103,GCF_000005845.1,Cambridge
ECO0235,PRJEB4681,SAMEA2204452,ERR435104,GCF_000005845.1,Cambridge
ECO0245,PRJEB4681,SAMEA2204462,ERR435105,GCF_000005845.1,Cambridge
ECO0249,PRJEB4681,SAMEA2204466,ERR435106,GCF_000005845.1,Cambridge
ECO0270,PRJEB4681,SAMEA2204487,ERR435107,GCF_000005845.1,Cambridge
ECO0273,PRJEB4681,SAMEA2204490,ERR435108,GCF_000005845.1,Cambridge
ECO0283,PRJEB4681,SAMEA2204500,ERR435109,GCF_000005845.1,Cambridge
ECO0293,PRJEB4681,SAMEA2204510,ERR435110,GCF_000005845.1,Cambridge
ECO0197,PRJEB4681,SAMEA2204519,ERR435111,GCF_000005845.1,Cambridge
ECO0389,PRJEB4681,SAMEA2204601,ERR435112,GCF_000005845.1,Cambridge
ECO0397,PRJEB4681,SAMEA2204608,ERR435113,GCF_000005845.1,Cambridge
ECO0399,PRJEB4681,SAMEA2204610,ERR435114,GCF_000005845.1,Cambridge
ECO0417,PRJEB4681,SAMEA2204627,ERR435115,GCF_000005845.1,Cambridge
eo95,PRJEB4681,SAMEA2204668,ERR435116,GCF_000005845.1,Cambridge
eo97,PRJEB4681,SAMEA2204670,ERR435117,GCF_000005845.1,Cambridge
eo98,PRJEB4681,SAMEA2204671,ERR435118,GCF_000005845.1,Cambridge
eo127,PRJEB4681,SAMEA2204678,ERR435119,GCF_000005845.1,Cambridge
eo143,PRJEB4681,SAMEA2204682,ERR435120,GCF_000005845.1,Cambridge
eo331,PRJEB4681,SAMEA2204752,ERR435121,GCF_000005845.1,Cambridge
eo342,PRJEB4681,SAMEA2204760,ERR435122,GCF_000005845.1,Cambridge
eo391,PRJEB4681,SAMEA2204775,ERR435123,GCF_000005845.1,Cambridge
eo449,PRJEB4681,SAMEA2204788,ERR435124,GCF_000005845.1,Cambridge
eo555,PRJEB4681,SAMEA2204831,ERR435125,GCF_000005845.1,Cambridge
eo577,PRJEB4681,SAMEA2204851,ERR435126,GCF_000005845.1,Cambridge
eo664,PRJEB4681,SAMEA2204881,ERR435127,GCF_000005845.1,Cambridge
eo593,PRJEB4681,SAMEA2204975,ERR435128,GCF_000005845.1,Cambridge
eo887,PRJEB4681,SAMEA2204995,ERR435129,GCF_000005845.1,Cambridge
eo980,PRJEB4681,SAMEA2205044,ERR435130,GCF_000005845.1,Cambridge
eo1070,PRJEB4681,SAMEA2205068,ERR435131,GCF_000005845.1,Cambridge
eo1098,PRJEB4681,SAMEA2205081,ERR435132,GCF_000005845.1,Cambridge
eo1133,PRJEB4681,SAMEA2205084,ERR435133,GCF_000005845.1,Cambridge
eo1139,PRJEB4681,SAMEA2205090,ERR435134,GCF_000005845.1,Cambridge
eo1179,PRJEB4681,SAMEA2205099,ERR435135,GCF_000005845.1,Cambridge
eo1197,PRJEB4681,SAMEA2205107,ERR435136,GCF_000005845.1,Cambridge
eo1226,PRJEB4681,SAMEA2205124,ERR435137,GCF_000005845.1,Cambridge
eo1301,PRJEB4681,SAMEA2205135,ERR435138,GCF_000005845.1,Cambridge
eo1304,PRJEB4681,SAMEA2205137,ERR435139,GCF_000005845.1,Cambridge
eo1305,PRJEB4681,SAMEA2205138,ERR435140,GCF_000005845.1,Cambridge
eo1306,PRJEB4681,SAMEA2205139,ERR435141,GCF_000005845.1,Cambridge
eo1313,PRJEB4681,SAMEA2205146,ERR435142,GCF_000005845.1,Cambridge
eo1600,PRJEB4681,SAMEA2205158,ERR435143,GCF_000005845.1,Cambridge
eo1637,PRJEB4681,SAMEA2205165,ERR435144,GCF_000005845.1,Cambridge
eo1665,PRJEB4681,SAMEA2205173,ERR435145,GCF_000005845.1,Cambridge
eo1668,PRJEB4681,SAMEA2205176,ERR435146,GCF_000005845.1,Cambridge
eo1671,PRJEB4681,SAMEA2205179,ERR435147,GCF_000005845.1,Cambridge
eo1693,PRJEB4681,SAMEA2205190,ERR435148,GCF_000005845.1,Cambridge
eo1707,PRJEB4681,SAMEA2205205,ERR435149,GCF_000005845.1,Cambridge
eo1777,PRJEB4681,SAMEA2205224,ERR435150,GCF_000005845.1,Cambridge
eo1853,PRJEB4681,SAMEA2205229,ERR435151,GCF_000005845.1,Cambridge
eo1513,PRJEB4681,SAMEA2205243,ERR435152,GCF_000005845.1,Cambridge
eo2156,PRJEB4681,SAMEA2205245,ERR435153,GCF_000005845.1,Cambridge
eo1341,PRJEB4681,SAMEA2205256,ERR435154,GCF_000005845.1,Cambridge
eo1346,PRJEB4681,SAMEA2205261,ERR435155,GCF_000005845.1,Cambridge
eo1446,PRJEB4681,SAMEA2205297,ERR435156,GCF_000005845.1,Cambridge
eo1477,PRJEB4681,SAMEA2205316,ERR435157,GCF_000005845.1,Cambridge
eo1562,PRJEB4681,SAMEA2205324,ERR435158,GCF_000005845.1,Cambridge
eo1444,PRJEB4681,SAMEA2205325,ERR435159,GCF_000005845.1,Cambridge
eo1441,PRJEB4681,SAMEA2205326,ERR435160,GCF_000005845.1,Cambridge
eo1421,PRJEB4681,SAMEA2205327,ERR435161,GCF_000005845.1,Cambridge
eo2020,PRJEB4681,SAMEA2205349,ERR435162,GCF_000005845.1,Cambridge
eo1328,PRJEB4681,SAMEA2205364,ERR435163,GCF_000005845.1,Cambridge
eo2134,PRJEB4681,SAMEA2205372,ERR435164,GCF_000005845.1,Cambridge
eo2138,PRJEB4681,SAMEA2205376,ERR435165,GCF_000005845.1,Cambridge
eo1691,PRJEB4681,SAMEA2205382,ERR435166,GCF_000005845.1,Cambridge
eo1880,PRJEB4681,SAMEA2205412,ERR435167,GCF_000005845.1,Cambridge
eo1931,PRJEB4681,SAMEA2205413,ERR435168,GCF_000005845.1,Cambridge
eo2520,PRJEB4681,SAMEA2205431,ERR435169,GCF_000005845.1,Cambridge
eo2572,PRJEB4681,SAMEA2205433,ERR435170,GCF_000005845.1,Cambridge
eo2656,PRJEB4681,SAMEA2205456,ERR435171,GCF_000005845.1,Cambridge
eo2857,PRJEB4681,SAMEA2205474,ERR435172,GCF_000005845.1,Cambridge
eo2985,PRJEB4681,SAMEA2205497,ERR435173,GCF_000005845.1,Cambridge
eo3038,PRJEB4681,SAMEA2205512,ERR435174,GCF_000005845.1,Cambridge
eo2986,PRJEB4681,SAMEA2205520,ERR435175,GCF_000005845.1,Cambridge
eo3122,PRJEB4681,SAMEA2205526,ERR435176,GCF_000005845.1,Cambridge
eo2967,PRJEB4681,SAMEA2205530,ERR435177,GCF_000005845.1,Cambridge
eo3381,PRJEB4681,SAMEA2205564,ERR435178,GCF_000005845.1,Cambridge
eo3384,PRJEB4681,SAMEA2205567,ERR435179,GCF_000005845.1,Cambridge
eo3568,PRJEB4681,SAMEA2205599,ERR435180,GCF_000005845.1,Cambridge
eo3675,PRJEB4681,SAMEA2205603,ERR435181,GCF_000005845.1,Cambridge
eo3683,PRJEB4681,SAMEA2205610,ERR435182,GCF_000005845.1,Cambridge
eo3763,PRJEB4681,SAMEA2205615,ERR435183,GCF_000005845.1,Cambridge
eo519,PRJEB4681,SAMEA2205624,ERR435184,GCF_000005845.1,Cambridge
eo1556,PRJEB4681,SAMEA2205647,ERR435185,GCF_000005845.1,Cambridge
eo2092,PRJEB4681,SAMEA2205652,ERR435186,GCF_000005845.1,Cambridge
eo2376,PRJEB4681,SAMEA2205664,ERR435187,GCF_000005845.1,Cambridge
eo3570,PRJEB4681,SAMEA2205685,ERR435188,GCF_000005845.1,Cambridge
eo3544,PRJEB4681,SAMEA2205688,ERR435189,GCF_000005845.1,Cambridge
eo827,PRJEB4681,SAMEA2205693,ERR435190,GCF_000005845.1,Cambridge
eo1728,PRJEB4681,SAMEA2205695,ERR435191,GCF_000005845.1,Cambridge
eo74,PRJEB4681,SAMEA2205700,ERR435192,GCF_000005845.1,Cambridge
eo2692,PRJEB4681,SAMEA2205725,ERR435193,GCF_000005845.1,Cambridge
eo3389,PRJEB4681,SAMEA2205734,ERR435194,GCF_000005845.1,Cambridge
eo1873,PRJEB4681,SAMEA2205750,ERR435195,GCF_000005845.1,Cambridge
ECO0098,PRJEB4681,SAMEA2204326,ERR435196,GCF_000005845.1,Cambridge
ECO0216,PRJEB4681,SAMEA2204434,ERR435197,GCF_000005845.1,Cambridge
ECO0236,PRJEB4681,SAMEA2204453,ERR435198,GCF_000005845.1,Cambridge
ECO0260,PRJEB4681,SAMEA2204477,ERR435199,GCF_000005845.1,Cambridge
ECO0272,PRJEB4681,SAMEA2204489,ERR435200,GCF_000005845.1,Cambridge
ECO0362,PRJEB4681,SAMEA2204580,ERR435201,GCF_000005845.1,Cambridge
ECO0388,PRJEB4681,SAMEA2204600,ERR435202,GCF_000005845.1,Cambridge
ECO0394,PRJEB4681,SAMEA2204605,ERR435203,GCF_000005845.1,Cambridge
ECO0402,PRJEB4681,SAMEA2204613,ERR435204,GCF_000005845.1,Cambridge
