Name,BioProject,BioSample,SRA,Assembly,Collection
eo471,PRJEB4681,SAMEA2204800,ERR434573,GCF_000005845.1,Cambridge
eo477,PRJEB4681,SAMEA2204806,ERR434574,GCF_000005845.1,Cambridge
eo514,PRJEB4681,SAMEA2204822,ERR434575,GCF_000005845.1,Cambridge
eo553,PRJEB4681,SAMEA2204829,ERR434576,GCF_000005845.1,Cambridge
ECO0668,PRJEB4681,SAMEA2204854,ERR434577,GCF_000005845.1,Cambridge
eo922,PRJEB4681,SAMEA2205010,ERR434578,GCF_000005845.1,Cambridge
eo923,PRJEB4681,SAMEA2205011,ERR434579,GCF_000005845.1,Cambridge
eo1051,PRJEB4681,SAMEA2205054,ERR434580,GCF_000005845.1,Cambridge
eo1079,PRJEB4681,SAMEA2205076,ERR434581,GCF_000005845.1,Cambridge
eo1080,PRJEB4681,SAMEA2205077,ERR434582,GCF_000005845.1,Cambridge
eo1195,PRJEB4681,SAMEA2205105,ERR434583,GCF_000005845.1,Cambridge
eo1204,PRJEB4681,SAMEA2205114,ERR434584,GCF_000005845.1,Cambridge
eo1227,PRJEB4681,SAMEA2205125,ERR434585,GCF_000005845.1,Cambridge
eo1318,PRJEB4681,SAMEA2205150,ERR434586,GCF_000005845.1,Cambridge
eo1669,PRJEB4681,SAMEA2205177,ERR434587,GCF_000005845.1,Cambridge
eo1674,PRJEB4681,SAMEA2205182,ERR434588,GCF_000005845.1,Cambridge
eo1710,PRJEB4681,SAMEA2205208,ERR434589,GCF_000005845.1,Cambridge
eo1780,PRJEB4681,SAMEA2205227,ERR434590,GCF_000005845.1,Cambridge
eo2516,PRJEB4681,SAMEA2205233,ERR434591,GCF_000005845.1,Cambridge
eo1330,PRJEB4681,SAMEA2205255,ERR434592,GCF_000005845.1,Cambridge
eo1344,PRJEB4681,SAMEA2205259,ERR434593,GCF_000005845.1,Cambridge
eo1388,PRJEB4681,SAMEA2205272,ERR434594,GCF_000005845.1,Cambridge
eo1389,PRJEB4681,SAMEA2205273,ERR434595,GCF_000005845.1,Cambridge
eo1413,PRJEB4681,SAMEA2205276,ERR434596,GCF_000005845.1,Cambridge
eo1417,PRJEB4681,SAMEA2205279,ERR434597,GCF_000005845.1,Cambridge
eo1420,PRJEB4681,SAMEA2205282,ERR434598,GCF_000005845.1,Cambridge
eo1454,PRJEB4681,SAMEA2205302,ERR434599,GCF_000005845.1,Cambridge
eo1517,PRJEB4681,SAMEA2205318,ERR434600,GCF_000005845.1,Cambridge
eo1551,PRJEB4681,SAMEA2205320,ERR434601,GCF_000005845.1,Cambridge
eo1552,PRJEB4681,SAMEA2205321,ERR434602,GCF_000005845.1,Cambridge
eo1415,PRJEB4681,SAMEA2205330,ERR434603,GCF_000005845.1,Cambridge
eo2513,PRJEB4681,SAMEA2205340,ERR434604,GCF_000005845.1,Cambridge
eo2017,PRJEB4681,SAMEA2205347,ERR434605,GCF_000005845.1,Cambridge
eo2077,PRJEB4681,SAMEA2205356,ERR434606,GCF_000005845.1,Cambridge
eo2132,PRJEB4681,SAMEA2205371,ERR434607,GCF_000005845.1,Cambridge
eo2140,PRJEB4681,SAMEA2205378,ERR434608,GCF_000005845.1,Cambridge
eo1480,PRJEB4681,SAMEA2205381,ERR434609,GCF_000005845.1,Cambridge
eo2202,PRJEB4681,SAMEA2205383,ERR434610,GCF_000005845.1,Cambridge
eo1387,PRJEB4681,SAMEA2205388,ERR434611,GCF_000005845.1,Cambridge
eo2573,PRJEB4681,SAMEA2205434,ERR434612,GCF_000005845.1,Cambridge
eo2581,PRJEB4681,SAMEA2205437,ERR434613,GCF_000005845.1,Cambridge
eo2633,PRJEB4681,SAMEA2205447,ERR434614,GCF_000005845.1,Cambridge
eo2651,PRJEB4681,SAMEA2205451,ERR434615,GCF_000005845.1,Cambridge
eo2838,PRJEB4681,SAMEA2205465,ERR434616,GCF_000005845.1,Cambridge
eo2855,PRJEB4681,SAMEA2205472,ERR434617,GCF_000005845.1,Cambridge
eo2898,PRJEB4681,SAMEA2205483,ERR434618,GCF_000005845.1,Cambridge
eo2984,PRJEB4681,SAMEA2205496,ERR434619,GCF_000005845.1,Cambridge
eo3003,PRJEB4681,SAMEA2205499,ERR434620,GCF_000005845.1,Cambridge
eo2971,PRJEB4681,SAMEA2205531,ERR434621,GCF_000005845.1,Cambridge
eo3123,PRJEB4681,SAMEA2205533,ERR434622,GCF_000005845.1,Cambridge
eo3198,PRJEB4681,SAMEA2205549,ERR434623,GCF_000005845.1,Cambridge
eo3313,PRJEB4681,SAMEA2205552,ERR434624,GCF_000005845.1,Cambridge
eo3316,PRJEB4681,SAMEA2205555,ERR434625,GCF_000005845.1,Cambridge
eo3382,PRJEB4681,SAMEA2205565,ERR434626,GCF_000005845.1,Cambridge
eo3424,PRJEB4681,SAMEA2205572,ERR434627,GCF_000005845.1,Cambridge
eo3436,PRJEB4681,SAMEA2205577,ERR434628,GCF_000005845.1,Cambridge
eo3512,PRJEB4681,SAMEA2205586,ERR434629,GCF_000005845.1,Cambridge
eo3518,PRJEB4681,SAMEA2205591,ERR434630,GCF_000005845.1,Cambridge
eo2851,PRJEB4681,SAMEA2205613,ERR434631,GCF_000005845.1,Cambridge
ECO0297,PRJEB4681,SAMEA2205626,ERR434632,GCF_000005845.1,Cambridge
eo1205,PRJEB4681,SAMEA2205636,ERR434633,GCF_000005845.1,Cambridge
eo2512,PRJEB4681,SAMEA2205660,ERR434634,GCF_000005845.1,Cambridge
eo2161,PRJEB4681,SAMEA2205697,ERR434635,GCF_000005845.1,Cambridge
ECO0379,PRJEB4681,SAMEA2205701,ERR434636,GCF_000005845.1,Cambridge
ECO0298,PRJEB4681,SAMEA2205702,ERR434637,GCF_000005845.1,Cambridge
eo2091,PRJEB4681,SAMEA2205717,ERR434638,GCF_000005845.1,Cambridge
eo3569,PRJEB4681,SAMEA2205743,ERR434639,GCF_000005845.1,Cambridge
eo3566,PRJEB4681,SAMEA2205744,ERR434640,GCF_000005845.1,Cambridge
eo1554,PRJEB4681,SAMEA2205747,ERR434641,GCF_000005845.1,Cambridge
eo2352,PRJEB4681,SAMEA2205756,ERR434642,GCF_000005845.1,Cambridge
ECO0001,PRJEB4681,SAMEA2204229,ERR434643,GCF_000005845.1,Cambridge
ECO0003,PRJEB4681,SAMEA2204231,ERR434644,GCF_000005845.1,Cambridge
ECO0008,PRJEB4681,SAMEA2204236,ERR434645,GCF_000005845.1,Cambridge
ECO0026,PRJEB4681,SAMEA2204254,ERR434646,GCF_000005845.1,Cambridge
ECO0027,PRJEB4681,SAMEA2204255,ERR434647,GCF_000005845.1,Cambridge
ECO0065,PRJEB4681,SAMEA2204293,ERR434648,GCF_000005845.1,Cambridge
ECO0087,PRJEB4681,SAMEA2204315,ERR434649,GCF_000005845.1,Cambridge
ECO0093,PRJEB4681,SAMEA2204321,ERR434650,GCF_000005845.1,Cambridge
ECO0096,PRJEB4681,SAMEA2204324,ERR434651,GCF_000005845.1,Cambridge
ECO0108,PRJEB4681,SAMEA2204336,ERR434652,GCF_000005845.1,Cambridge
ECO0119,PRJEB4681,SAMEA2204347,ERR434653,GCF_000005845.1,Cambridge
ECO0121,PRJEB4681,SAMEA2204349,ERR434654,GCF_000005845.1,Cambridge
ECO0122,PRJEB4681,SAMEA2204350,ERR434655,GCF_000005845.1,Cambridge
ECO0124,PRJEB4681,SAMEA2204352,ERR434656,GCF_000005845.1,Cambridge
ECO0133,PRJEB4681,SAMEA2204361,ERR434657,GCF_000005845.1,Cambridge
ECO0141,PRJEB4681,SAMEA2204369,ERR434658,GCF_000005845.1,Cambridge
ECO0153,PRJEB4681,SAMEA2204381,ERR434659,GCF_000005845.1,Cambridge
ECO0163,PRJEB4681,SAMEA2204391,ERR434660,GCF_000005845.1,Cambridge
ECO0168,PRJEB4681,SAMEA2204396,ERR434661,GCF_000005845.1,Cambridge
ECO0194,PRJEB4681,SAMEA2204516,ERR434662,GCF_000005845.1,Cambridge
ECO0349,PRJEB4681,SAMEA2204567,ERR434663,GCF_000005845.1,Cambridge
ECO0353,PRJEB4681,SAMEA2204571,ERR434664,GCF_000005845.1,Cambridge
ECO0361,PRJEB4681,SAMEA2204579,ERR434665,GCF_000005845.1,Cambridge
ECO0401,PRJEB4681,SAMEA2204612,ERR434666,GCF_000005845.1,Cambridge
ECO0403,PRJEB4681,SAMEA2204614,ERR434667,GCF_000005845.1,Cambridge
eo72,PRJEB4681,SAMEA2204661,ERR434668,GCF_000005845.1,Cambridge
eo130,PRJEB4681,SAMEA2204680,ERR434669,GCF_000005845.1,Cambridge
ECO0364,PRJEB4681,SAMEA2204693,ERR434670,GCF_000005845.1,Cambridge
eo191,PRJEB4681,SAMEA2204702,ERR434671,GCF_000005845.1,Cambridge
eo218,PRJEB4681,SAMEA2204715,ERR434672,GCF_000005845.1,Cambridge
eo224,PRJEB4681,SAMEA2204717,ERR434673,GCF_000005845.1,Cambridge
eo226,PRJEB4681,SAMEA2204719,ERR434674,GCF_000005845.1,Cambridge
eo239,PRJEB4681,SAMEA2204726,ERR434675,GCF_000005845.1,Cambridge
eo262,PRJEB4681,SAMEA2204728,ERR434676,GCF_000005845.1,Cambridge
eo305,PRJEB4681,SAMEA2204738,ERR434677,GCF_000005845.1,Cambridge
eo310,PRJEB4681,SAMEA2204742,ERR434678,GCF_000005845.1,Cambridge
eo318,PRJEB4681,SAMEA2204749,ERR434679,GCF_000005845.1,Cambridge
eo347,PRJEB4681,SAMEA2204764,ERR434680,GCF_000005845.1,Cambridge
eo393,PRJEB4681,SAMEA2204777,ERR434681,GCF_000005845.1,Cambridge
eo479,PRJEB4681,SAMEA2204807,ERR434682,GCF_000005845.1,Cambridge
eo655,PRJEB4681,SAMEA2204872,ERR434683,GCF_000005845.1,Cambridge
eo670,PRJEB4681,SAMEA2204886,ERR434684,GCF_000005845.1,Cambridge
ECO0710,PRJEB4681,SAMEA2204896,ERR434685,GCF_000005845.1,Cambridge
eo692,PRJEB4681,SAMEA2204897,ERR434686,GCF_000005845.1,Cambridge
eo761,PRJEB4681,SAMEA2204911,ERR434687,GCF_000005845.1,Cambridge
eo801,PRJEB4681,SAMEA2204920,ERR434688,GCF_000005845.1,Cambridge
eo1062,PRJEB4681,SAMEA2204990,ERR434689,GCF_000005845.1,Cambridge
ECO0789,PRJEB4681,SAMEA2204999,ERR434690,GCF_000005845.1,Cambridge
eo919,PRJEB4681,SAMEA2205007,ERR434691,GCF_000005845.1,Cambridge
eo955,PRJEB4681,SAMEA2205030,ERR434692,GCF_000005845.1,Cambridge
eo958,PRJEB4681,SAMEA2205033,ERR434693,GCF_000005845.1,Cambridge
eo960,PRJEB4681,SAMEA2205034,ERR434694,GCF_000005845.1,Cambridge
eo1014,PRJEB4681,SAMEA2205047,ERR434695,GCF_000005845.1,Cambridge
eo1015,PRJEB4681,SAMEA2205048,ERR434696,GCF_000005845.1,Cambridge
eo1019,PRJEB4681,SAMEA2205052,ERR434697,GCF_000005845.1,Cambridge
eo1060,PRJEB4681,SAMEA2205061,ERR434698,GCF_000005845.1,Cambridge
eo1064,PRJEB4681,SAMEA2205064,ERR434699,GCF_000005845.1,Cambridge
eo1071,PRJEB4681,SAMEA2205069,ERR434700,GCF_000005845.1,Cambridge
eo1225,PRJEB4681,SAMEA2205123,ERR434701,GCF_000005845.1,Cambridge
eo1229,PRJEB4681,SAMEA2205127,ERR434702,GCF_000005845.1,Cambridge
eo1303,PRJEB4681,SAMEA2205136,ERR434703,GCF_000005845.1,Cambridge
eo1639,PRJEB4681,SAMEA2205167,ERR434704,GCF_000005845.1,Cambridge
eo1680,PRJEB4681,SAMEA2205188,ERR434705,GCF_000005845.1,Cambridge
eo1854,PRJEB4681,SAMEA2205230,ERR434706,GCF_000005845.1,Cambridge
eo1426,PRJEB4681,SAMEA2205287,ERR434707,GCF_000005845.1,Cambridge
eo1430,PRJEB4681,SAMEA2205291,ERR434708,GCF_000005845.1,Cambridge
eo1452,PRJEB4681,SAMEA2205303,ERR434709,GCF_000005845.1,Cambridge
eo1474,PRJEB4681,SAMEA2205314,ERR434710,GCF_000005845.1,Cambridge
eo1663,PRJEB4681,SAMEA2205350,ERR434711,GCF_000005845.1,Cambridge
eo2093,PRJEB4681,SAMEA2205359,ERR434712,GCF_000005845.1,Cambridge
eo2097,PRJEB4681,SAMEA2205363,ERR434713,GCF_000005845.1,Cambridge
eo2131,PRJEB4681,SAMEA2205370,ERR434714,GCF_000005845.1,Cambridge
eo2137,PRJEB4681,SAMEA2205375,ERR434715,GCF_000005845.1,Cambridge
eo2351,PRJEB4681,SAMEA2205409,ERR434716,GCF_000005845.1,Cambridge
eo2439,PRJEB4681,SAMEA2205422,ERR434717,GCF_000005845.1,Cambridge
eo1773,PRJEB4681,SAMEA2205426,ERR434718,GCF_000005845.1,Cambridge
eo1855,PRJEB4681,SAMEA2205428,ERR434719,GCF_000005845.1,Cambridge
eo2597,PRJEB4681,SAMEA2205442,ERR434720,GCF_000005845.1,Cambridge
eo2605,PRJEB4681,SAMEA2205444,ERR434721,GCF_000005845.1,Cambridge
eo2637,PRJEB4681,SAMEA2205450,ERR434722,GCF_000005845.1,Cambridge
eo2657,PRJEB4681,SAMEA2205457,ERR434723,GCF_000005845.1,Cambridge
eo2842,PRJEB4681,SAMEA2205467,ERR434724,GCF_000005845.1,Cambridge
eo2850,PRJEB4681,SAMEA2205470,ERR434725,GCF_000005845.1,Cambridge
eo2856,PRJEB4681,SAMEA2205473,ERR434726,GCF_000005845.1,Cambridge
eo2860,PRJEB4681,SAMEA2205477,ERR434727,GCF_000005845.1,Cambridge
eo2901,PRJEB4681,SAMEA2205484,ERR434728,GCF_000005845.1,Cambridge
eo3011,PRJEB4681,SAMEA2205505,ERR434729,GCF_000005845.1,Cambridge
eo3033,PRJEB4681,SAMEA2205508,ERR434730,GCF_000005845.1,Cambridge
eo2696,PRJEB4681,SAMEA2205521,ERR434731,GCF_000005845.1,Cambridge
eo3483,PRJEB4681,SAMEA2205579,ERR434732,GCF_000005845.1,Cambridge
eo3517,PRJEB4681,SAMEA2205590,ERR434733,GCF_000005845.1,Cambridge
eo2848,PRJEB4681,SAMEA2205600,ERR434734,GCF_000005845.1,Cambridge
eo3764,PRJEB4681,SAMEA2205616,ERR434735,GCF_000005845.1,Cambridge
eo803,PRJEB4681,SAMEA2205620,ERR434736,GCF_000005845.1,Cambridge
eo3564,PRJEB4681,SAMEA2205686,ERR434737,GCF_000005845.1,Cambridge
eo1171,PRJEB4681,SAMEA2205710,ERR434738,GCF_000005845.1,Cambridge
ECO0004,PRJEB4681,SAMEA2204232,ERR434739,GCF_000005845.1,Cambridge
ECO0005,PRJEB4681,SAMEA2204233,ERR434740,GCF_000005845.1,Cambridge
ECO0007,PRJEB4681,SAMEA2204235,ERR434741,GCF_000005845.1,Cambridge
ECO0009,PRJEB4681,SAMEA2204237,ERR434742,GCF_000005845.1,Cambridge
ECO0013,PRJEB4681,SAMEA2204241,ERR434743,GCF_000005845.1,Cambridge
ECO0023,PRJEB4681,SAMEA2204251,ERR434744,GCF_000005845.1,Cambridge
ECO0024,PRJEB4681,SAMEA2204252,ERR434745,GCF_000005845.1,Cambridge
ECO0025,PRJEB4681,SAMEA2204253,ERR434746,GCF_000005845.1,Cambridge
ECO0030,PRJEB4681,SAMEA2204258,ERR434747,GCF_000005845.1,Cambridge
ECO0034,PRJEB4681,SAMEA2204262,ERR434748,GCF_000005845.1,Cambridge
ECO0036,PRJEB4681,SAMEA2204264,ERR434749,GCF_000005845.1,Cambridge
ECO0044,PRJEB4681,SAMEA2204272,ERR434750,GCF_000005845.1,Cambridge
ECO0046,PRJEB4681,SAMEA2204274,ERR434751,GCF_000005845.1,Cambridge
ECO0048,PRJEB4681,SAMEA2204276,ERR434752,GCF_000005845.1,Cambridge
ECO0062,PRJEB4681,SAMEA2204290,ERR434753,GCF_000005845.1,Cambridge
ECO0073,PRJEB4681,SAMEA2204301,ERR434754,GCF_000005845.1,Cambridge
ECO0083,PRJEB4681,SAMEA2204311,ERR434755,GCF_000005845.1,Cambridge
ECO0084,PRJEB4681,SAMEA2204312,ERR434756,GCF_000005845.1,Cambridge
ECO0092,PRJEB4681,SAMEA2204320,ERR434757,GCF_000005845.1,Cambridge
ECO0099,PRJEB4681,SAMEA2204327,ERR434758,GCF_000005845.1,Cambridge
ECO0100,PRJEB4681,SAMEA2204328,ERR434759,GCF_000005845.1,Cambridge
ECO0101,PRJEB4681,SAMEA2204329,ERR434760,GCF_000005845.1,Cambridge
ECO0102,PRJEB4681,SAMEA2204330,ERR434761,GCF_000005845.1,Cambridge
ECO0103,PRJEB4681,SAMEA2204331,ERR434762,GCF_000005845.1,Cambridge
ECO0107,PRJEB4681,SAMEA2204335,ERR434763,GCF_000005845.1,Cambridge
ECO0111,PRJEB4681,SAMEA2204339,ERR434764,GCF_000005845.1,Cambridge
ECO0112,PRJEB4681,SAMEA2204340,ERR434765,GCF_000005845.1,Cambridge
ECO0116,PRJEB4681,SAMEA2204344,ERR434766,GCF_000005845.1,Cambridge
ECO0120,PRJEB4681,SAMEA2204348,ERR434767,GCF_000005845.1,Cambridge
ECO0125,PRJEB4681,SAMEA2204353,ERR434768,GCF_000005845.1,Cambridge
ECO0128,PRJEB4681,SAMEA2204356,ERR434769,GCF_000005845.1,Cambridge
ECO0136,PRJEB4681,SAMEA2204364,ERR434770,GCF_000005845.1,Cambridge
ECO0139,PRJEB4681,SAMEA2204367,ERR434771,GCF_000005845.1,Cambridge
ECO0145,PRJEB4681,SAMEA2204373,ERR434772,GCF_000005845.1,Cambridge
ECO0146,PRJEB4681,SAMEA2204374,ERR434773,GCF_000005845.1,Cambridge
ECO0154,PRJEB4681,SAMEA2204382,ERR434774,GCF_000005845.1,Cambridge
ECO0155,PRJEB4681,SAMEA2204383,ERR434775,GCF_000005845.1,Cambridge
ECO0161,PRJEB4681,SAMEA2204389,ERR434776,GCF_000005845.1,Cambridge
ECO0166,PRJEB4681,SAMEA2204394,ERR434777,GCF_000005845.1,Cambridge
ECO0176,PRJEB4681,SAMEA2204404,ERR434778,GCF_000005845.1,Cambridge
ECO0177,PRJEB4681,SAMEA2204405,ERR434779,GCF_000005845.1,Cambridge
ECO0188,PRJEB4681,SAMEA2204416,ERR434780,GCF_000005845.1,Cambridge
ECO0300,PRJEB4681,SAMEA2204522,ERR434781,GCF_000005845.1,Cambridge
ECO0302,PRJEB4681,SAMEA2204524,ERR434782,GCF_000005845.1,Cambridge
ECO0311,PRJEB4681,SAMEA2204531,ERR434783,GCF_000005845.1,Cambridge
ECO0312,PRJEB4681,SAMEA2204532,ERR434784,GCF_000005845.1,Cambridge
ECO0313,PRJEB4681,SAMEA2204533,ERR434785,GCF_000005845.1,Cambridge
ECO0325,PRJEB4681,SAMEA2204543,ERR434786,GCF_000005845.1,Cambridge
ECO0339,PRJEB4681,SAMEA2204557,ERR434787,GCF_000005845.1,Cambridge
ECO0346,PRJEB4681,SAMEA2204564,ERR434788,GCF_000005845.1,Cambridge
ECO0347,PRJEB4681,SAMEA2204565,ERR434789,GCF_000005845.1,Cambridge
ECO0354,PRJEB4681,SAMEA2204572,ERR434790,GCF_000005845.1,Cambridge
ECO0365,PRJEB4681,SAMEA2204582,ERR434791,GCF_000005845.1,Cambridge
ECO0370,PRJEB4681,SAMEA2204585,ERR434792,GCF_000005845.1,Cambridge
ECO0371,PRJEB4681,SAMEA2204586,ERR434793,GCF_000005845.1,Cambridge
ECO0303,PRJEB4681,SAMEA2204588,ERR434794,GCF_000005845.1,Cambridge
ECO0382,PRJEB4681,SAMEA2204593,ERR434795,GCF_000005845.1,Cambridge
eo141,PRJEB4681,SAMEA2204701,ERR434796,GCF_000005845.1,Cambridge
eo197,PRJEB4681,SAMEA2204706,ERR434797,GCF_000005845.1,Cambridge
eo200,PRJEB4681,SAMEA2204709,ERR434798,GCF_000005845.1,Cambridge
eo216,PRJEB4681,SAMEA2204714,ERR434799,GCF_000005845.1,Cambridge
eo315,PRJEB4681,SAMEA2204746,ERR434800,GCF_000005845.1,Cambridge
eo317,PRJEB4681,SAMEA2204748,ERR434801,GCF_000005845.1,Cambridge
eo334,PRJEB4681,SAMEA2204754,ERR434802,GCF_000005845.1,Cambridge
eo375,PRJEB4681,SAMEA2204771,ERR434803,GCF_000005845.1,Cambridge
ECO0696,PRJEB4681,SAMEA2204883,ERR434804,GCF_000005845.1,Cambridge
eo687,PRJEB4681,SAMEA2204892,ERR434805,GCF_000005845.1,Cambridge
eo766,PRJEB4681,SAMEA2204915,ERR434806,GCF_000005845.1,Cambridge
eo768,PRJEB4681,SAMEA2204917,ERR434807,GCF_000005845.1,Cambridge
eo809,PRJEB4681,SAMEA2204926,ERR434808,GCF_000005845.1,Cambridge
eo812,PRJEB4681,SAMEA2204928,ERR434809,GCF_000005845.1,Cambridge
eo819,PRJEB4681,SAMEA2204932,ERR434810,GCF_000005845.1,Cambridge
eo842,PRJEB4681,SAMEA2204941,ERR434811,GCF_000005845.1,Cambridge
eo844,PRJEB4681,SAMEA2204943,ERR434812,GCF_000005845.1,Cambridge
eo845,PRJEB4681,SAMEA2204944,ERR434813,GCF_000005845.1,Cambridge
eo270,PRJEB4681,SAMEA2204961,ERR434814,GCF_000005845.1,Cambridge
eo376,PRJEB4681,SAMEA2204966,ERR434815,GCF_000005845.1,Cambridge
eo580,PRJEB4681,SAMEA2204972,ERR434816,GCF_000005845.1,Cambridge
eo591,PRJEB4681,SAMEA2204973,ERR434817,GCF_000005845.1,Cambridge
eo595,PRJEB4681,SAMEA2204977,ERR434818,GCF_000005845.1,Cambridge
eo400,PRJEB4681,SAMEA2204979,ERR434819,GCF_000005845.1,Cambridge
eo1067,PRJEB4681,SAMEA2204983,ERR434820,GCF_000005845.1,Cambridge
eo941,PRJEB4681,SAMEA2205016,ERR434821,GCF_000005845.1,Cambridge
eo953,PRJEB4681,SAMEA2205028,ERR434822,GCF_000005845.1,Cambridge
eo957,PRJEB4681,SAMEA2205032,ERR434823,GCF_000005845.1,Cambridge
eo971,PRJEB4681,SAMEA2205035,ERR434824,GCF_000005845.1,Cambridge
eo1052,PRJEB4681,SAMEA2205055,ERR434825,GCF_000005845.1,Cambridge
eo1053,PRJEB4681,SAMEA2205056,ERR434826,GCF_000005845.1,Cambridge
eo1200,PRJEB4681,SAMEA2205110,ERR434827,GCF_000005845.1,Cambridge
eo1209,PRJEB4681,SAMEA2205118,ERR434828,GCF_000005845.1,Cambridge
eo2015,PRJEB4681,SAMEA2205345,ERR434829,GCF_000005845.1,Cambridge
eo2273,PRJEB4681,SAMEA2205385,ERR434830,GCF_000005845.1,Cambridge
eo2434,PRJEB4681,SAMEA2205417,ERR434831,GCF_000005845.1,Cambridge
eo2695,PRJEB4681,SAMEA2205461,ERR434832,GCF_000005845.1,Cambridge
eo2902,PRJEB4681,SAMEA2205485,ERR434833,GCF_000005845.1,Cambridge
eo3679,PRJEB4681,SAMEA2205607,ERR434834,GCF_000005845.1,Cambridge
ECO0006,PRJEB4681,SAMEA2204234,ERR434835,GCF_000005845.1,Cambridge
ECO0011,PRJEB4681,SAMEA2204239,ERR434836,GCF_000005845.1,Cambridge
ECO0012,PRJEB4681,SAMEA2204240,ERR434837,GCF_000005845.1,Cambridge
ECO0017,PRJEB4681,SAMEA2204245,ERR434838,GCF_000005845.1,Cambridge
ECO0019,PRJEB4681,SAMEA2204247,ERR434839,GCF_000005845.1,Cambridge
ECO0040,PRJEB4681,SAMEA2204268,ERR434840,GCF_000005845.1,Cambridge
ECO0042,PRJEB4681,SAMEA2204270,ERR434841,GCF_000005845.1,Cambridge
ECO0045,PRJEB4681,SAMEA2204273,ERR434842,GCF_000005845.1,Cambridge
ECO0047,PRJEB4681,SAMEA2204275,ERR434843,GCF_000005845.1,Cambridge
ECO0052,PRJEB4681,SAMEA2204280,ERR434844,GCF_000005845.1,Cambridge
ECO0053,PRJEB4681,SAMEA2204281,ERR434845,GCF_000005845.1,Cambridge
ECO0055,PRJEB4681,SAMEA2204283,ERR434846,GCF_000005845.1,Cambridge
ECO0066,PRJEB4681,SAMEA2204294,ERR434847,GCF_000005845.1,Cambridge
ECO0068,PRJEB4681,SAMEA2204296,ERR434848,GCF_000005845.1,Cambridge
ECO0069,PRJEB4681,SAMEA2204297,ERR434849,GCF_000005845.1,Cambridge
ECO0074,PRJEB4681,SAMEA2204302,ERR434850,GCF_000005845.1,Cambridge
ECO0081,PRJEB4681,SAMEA2204309,ERR434851,GCF_000005845.1,Cambridge
ECO0086,PRJEB4681,SAMEA2204314,ERR434852,GCF_000005845.1,Cambridge
ECO0089,PRJEB4681,SAMEA2204317,ERR434853,GCF_000005845.1,Cambridge
ECO0091,PRJEB4681,SAMEA2204319,ERR434854,GCF_000005845.1,Cambridge
ECO0109,PRJEB4681,SAMEA2204337,ERR434855,GCF_000005845.1,Cambridge
ECO0118,PRJEB4681,SAMEA2204346,ERR434856,GCF_000005845.1,Cambridge
ECO0123,PRJEB4681,SAMEA2204351,ERR434857,GCF_000005845.1,Cambridge
ECO0137,PRJEB4681,SAMEA2204365,ERR434858,GCF_000005845.1,Cambridge
ECO0147,PRJEB4681,SAMEA2204375,ERR434859,GCF_000005845.1,Cambridge
ECO0148,PRJEB4681,SAMEA2204376,ERR434860,GCF_000005845.1,Cambridge
ECO0150,PRJEB4681,SAMEA2204378,ERR434861,GCF_000005845.1,Cambridge
ECO0152,PRJEB4681,SAMEA2204380,ERR434862,GCF_000005845.1,Cambridge
ECO0159,PRJEB4681,SAMEA2204387,ERR434863,GCF_000005845.1,Cambridge
ECO0165,PRJEB4681,SAMEA2204393,ERR434864,GCF_000005845.1,Cambridge
ECO0175,PRJEB4681,SAMEA2204403,ERR434865,GCF_000005845.1,Cambridge
ECO0178,PRJEB4681,SAMEA2204406,ERR434866,GCF_000005845.1,Cambridge
ECO0182,PRJEB4681,SAMEA2204410,ERR434867,GCF_000005845.1,Cambridge
ECO0186,PRJEB4681,SAMEA2204414,ERR434868,GCF_000005845.1,Cambridge
ECO0191,PRJEB4681,SAMEA2204513,ERR434869,GCF_000005845.1,Cambridge
ECO0192,PRJEB4681,SAMEA2204514,ERR434870,GCF_000005845.1,Cambridge
ECO0195,PRJEB4681,SAMEA2204517,ERR434871,GCF_000005845.1,Cambridge
ECO0301,PRJEB4681,SAMEA2204523,ERR434872,GCF_000005845.1,Cambridge
ECO0304,PRJEB4681,SAMEA2204525,ERR434873,GCF_000005845.1,Cambridge
ECO0320,PRJEB4681,SAMEA2204539,ERR434874,GCF_000005845.1,Cambridge
ECO0322,PRJEB4681,SAMEA2204540,ERR434875,GCF_000005845.1,Cambridge
ECO0324,PRJEB4681,SAMEA2204542,ERR434876,GCF_000005845.1,Cambridge
ECO0329,PRJEB4681,SAMEA2204547,ERR434877,GCF_000005845.1,Cambridge
ECO0332,PRJEB4681,SAMEA2204550,ERR434878,GCF_000005845.1,Cambridge
ECO0334,PRJEB4681,SAMEA2204552,ERR434879,GCF_000005845.1,Cambridge
ECO0338,PRJEB4681,SAMEA2204556,ERR434880,GCF_000005845.1,Cambridge
ECO0342,PRJEB4681,SAMEA2204560,ERR434881,GCF_000005845.1,Cambridge
ECO0348,PRJEB4681,SAMEA2204566,ERR434882,GCF_000005845.1,Cambridge
ECO0355,PRJEB4681,SAMEA2204573,ERR434883,GCF_000005845.1,Cambridge
ECO0360,PRJEB4681,SAMEA2204578,ERR434884,GCF_000005845.1,Cambridge
ECO0368,PRJEB4681,SAMEA2204583,ERR434885,GCF_000005845.1,Cambridge
ECO0369,PRJEB4681,SAMEA2204584,ERR434886,GCF_000005845.1,Cambridge
ECO0372,PRJEB4681,SAMEA2204587,ERR434887,GCF_000005845.1,Cambridge
