tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-13.288766778761369,-32.10010863636748,11.0,0.5505116546917853,CP043737.1
-1.957479191168593,-11.260712300905585,13.0,0.7480592491886845,CP043740.1
-21.319936332829755,-17.38266381956018,10.0,0.576701613528497,CP043741.1
-21.319651128989978,-17.382795858348896,10.0,0.5767522966094093,CP043743.1
-18.962813871982622,2.104342805275374,2.0,0.8040961530286973,CP043745.1
-1.6184393963360029,-13.156293999307179,-1.0,0.0,CP043748.1
-5.624335601683702,-9.927726078513915,13.0,0.8483879166087007,CP043759.1
-17.723798763482026,-20.518476694121322,10.0,0.6811298003425406,CP044023.1
17.07422230885295,22.05955917353748,7.0,1.0,CP044024.1
-34.211272787693815,6.866537998191141,3.0,1.0,CP044301.1
-22.99734494309489,-29.36602190035789,11.0,0.8186929577587426,CP044347.1
11.850502318832174,33.87512750818182,-1.0,0.0,CP046678.1
-19.426889118312022,-33.03262485855647,11.0,0.7458587196441759,CP048296.1
9.717587857223235,30.86571669057903,6.0,0.31542092827899365,CP048854.1
24.460904028919227,19.496247998237266,7.0,0.5394988271169462,CP048856.1
4.600890986836138,34.520047857008414,6.0,0.9405395729642652,CP048858.1
-19.183253260651938,20.904777697485425,4.0,0.4984007835933197,CP048861.1
-12.879184188147898,27.38693335434181,4.0,0.7147624932637526,CP048868.1
12.247812501359666,7.226748441056798,9.0,1.0,CP048869.1
6.034455411984136,33.742383450836925,6.0,0.8590424135558108,CP048871.1
12.854676249154027,6.296365115724983,9.0,0.9110239504176085,CP049614.1
4.108337032285623,13.889056798934087,-1.0,0.0,CP049615.1
-3.772540147360375,27.267847724268552,-1.0,0.0,CP051693.1
-21.619319455798625,-18.725936610508548,10.0,0.5296720811180942,CP051750.1
34.22797817861306,-23.929112632189682,1.0,0.9180930138404844,CP051777.1
31.43177526034254,-23.28001603757754,1.0,1.0,CP051781.1
31.598786053105997,-23.3203962467056,1.0,1.0,CP051785.1
32.535034753719934,-23.134200169927105,1.0,1.0,CP051789.1
34.10577755073963,-24.116943498453473,1.0,0.9431437672353256,CP051791.1
32.53077711265244,-22.699302447521518,1.0,1.0,CP051795.1
34.2099589490459,-24.068137692495498,1.0,0.9117211396188695,CP051797.1
34.171524441523395,-24.09176565995757,1.0,0.918499635317756,CP051801.1
35.008198836088766,-23.877441893523393,1.0,0.7790659530574076,CP051803.1
30.265812247176257,-4.565097664383861,0.0,1.0,CP051805.1
34.88978624598423,-24.04324105740514,1.0,0.7719607087960096,CP051807.1
32.126656589320234,-23.48297106607192,1.0,1.0,CP051813.1
34.48446579497984,-23.56633392454072,1.0,0.9369052225669338,CP051815.1
32.466169398280655,-22.9731423658085,1.0,1.0,CP051818.1
32.60439930683416,-18.944281884482464,1.0,0.8591696147174804,CP051820.1
28.93419995787,-4.477802390132409,0.0,1.0,CP051826.1
29.524373217517613,-5.107443585463399,0.0,1.0,CP051829.1
29.271560288626663,-4.881803464463146,0.0,0.9890957743717947,CP051835.1
-13.640735016474219,26.04761683557569,4.0,0.9108991213265829,CP054247.1
-13.384765640281747,25.09353416184584,4.0,1.0,CP054250.1
5.807680358556032,34.48743312757641,6.0,0.8211357049893553,CP054318.1
0.8285462934886032,-6.015402354626147,13.0,0.8468809688870501,CP054329.1
13.433627353176407,32.40596325437991,-1.0,0.0,CP054450.1
-14.385192135484191,-23.328639068310714,10.0,1.0,CP054455.1
18.11030718812229,21.939905987863312,7.0,0.8081732638642175,CP054582.1
0.6471782923967596,7.029369000749788,-1.0,0.0,CP055625.1
6.172597839642617,-21.975702126219456,-1.0,0.0,CP055627.1
5.626380445104091,11.407056775120786,9.0,1.0,CP055725.1
0.18177996243759337,-24.735665832001118,8.0,0.9288151906308485,CP056243.1
5.024770700252519,11.830437234476598,9.0,0.9999559593820927,CP056265.1
13.65410493702801,32.333023738506675,-1.0,0.0,CP056274.1
7.7380824188850434,4.473440467934213,-1.0,0.0,CP056280.1
0.12060175006176937,21.83067694828807,5.0,1.0,CP056283.1
-19.2741773970142,-24.73467005008431,-1.0,0.0,CP056305.1
-15.473207219734638,26.103760543062204,4.0,0.7802648624351581,CP056316.1
14.009400937437123,32.50609810914382,-1.0,0.0,CP056371.1
25.279239927885204,22.81839519148173,7.0,0.5077228527270299,CP056405.1
-31.22336146117542,13.88039472520018,3.0,0.6211224632825434,CP056413.1
5.02518384399989,11.830349491735063,9.0,0.999887511436967,CP056448.1
21.783339490845663,22.203659924946468,7.0,0.5668843490510275,CP056494.1
-19.274165471095735,-24.734208819776228,-1.0,0.0,CP056525.1
5.330492010040002,34.87250352481484,6.0,0.8148341740242863,CP056570.1
23.138599622604062,20.62415451477031,7.0,0.5937252859219225,CP056571.1
-14.878227448149651,21.866585132332602,4.0,0.9608586491152272,CP056579.1
2.0548134372923084,-27.10361338015015,8.0,1.0,CP056585.1
-16.33865358393275,27.09915127013153,4.0,0.6957907585672646,CP056599.1
-11.883096269948945,-21.121124526667327,10.0,0.56900631558965,CP056605.1
12.735429645578337,15.805802013044463,-1.0,0.0,CP056609.1
12.735807379921654,15.805632371801373,-1.0,0.0,CP056614.1
-33.164937029519024,13.75173985375426,3.0,0.6882811111100466,CP056656.1
23.93030480956564,17.8390906906016,7.0,0.4851284794184277,CP056798.1
-0.3998862758159525,34.054456944566965,6.0,0.33056093962908084,CP056803.1
-7.801768545023151,-23.77095252138526,-1.0,0.0,CP056811.1
14.541405737272994,32.03804333314813,-1.0,0.0,CP056819.1
-14.479282104462849,-14.383941551254154,-1.0,0.0,CP056847.1
-16.625332747758844,-32.07998539086425,11.0,0.5968204597781755,CP056868.1
21.795248363121985,22.21152403664483,7.0,0.5682464310808921,CP056872.1
21.785105839657152,22.198270212045028,7.0,0.5676810139380506,CP056875.1
-12.356197474976012,26.46230042847558,4.0,0.8571440327438448,CP056877.1
12.73547479413124,15.806108568659763,-1.0,0.0,CP056903.1
-13.906225908792843,-23.917320441049508,10.0,1.0,CP056915.1
2.4167088017137934,-10.397734850655008,-1.0,0.0,CP056922.1
1.5644188807246795,-20.933950352243286,8.0,0.6126720659849761,CP056929.1
0.433191245185766,-25.15479030960715,8.0,0.9534292295424404,CP056934.1
1.9297715775917728,-8.956193077230997,13.0,0.7845956020879102,CP056941.1
-18.36820789267179,-30.2277445629681,11.0,0.6410013810205853,CP056956.1
-3.933072510553686,-13.01001965564512,-1.0,0.0,CP056975.1
17.386977305418718,14.433895208834992,7.0,0.38310925645111543,CP056977.1
5.963649399684749,-18.648652891966098,-1.0,0.0,CP056987.1
1.4944744932552054,-18.319052339596492,-1.0,0.0,CP057029.1
-2.1287165829197363,-24.324967319662502,8.0,0.6861056659434085,CP057039.1
3.658089433777004,-26.491649779898744,8.0,1.0,CP057046.1
3.657971051140776,-26.491643595701326,8.0,1.0,CP057058.1
17.934691831908278,19.817228004137515,7.0,0.6236504423849676,CP057076.1
2.3204984059311005,-26.341608532791483,8.0,1.0,CP057086.1
0.4739106345084032,6.904548404487194,-1.0,0.0,CP057088.1
6.4192868732721875,-9.827416817496765,-1.0,0.0,CP057091.1
0.3676417747989953,-25.91278294405466,8.0,0.8623899454692368,CP057110.1
0.31251566881613957,-25.804264019232303,8.0,0.8543851837424149,CP057113.1
2.7421724383249475,-9.059912782155463,-1.0,0.0,CP057121.1
1.659651550942585,-23.493132737155733,8.0,0.8587764710666009,CP057124.1
-2.9760212398736927,-17.268431877222408,-1.0,0.0,CP057128.1
2.5911158257235867,-25.06539781381956,8.0,1.0,CP057130.1
-0.24346442325095172,-22.754616795233858,8.0,0.762703738711101,CP057138.1
2.719930599458997,-25.17656140877411,8.0,1.0,CP057140.1
1.4550385365331542,-4.127509241002569,-1.0,0.0,CP057145.1
15.514385836340823,4.245138618319242,-1.0,0.0,CP057153.1
-5.622146863168224,-9.902511778563326,13.0,0.8483879166087007,CP057164.1
4.037606082431794,-5.106864267865395,-1.0,0.0,CP057180.1
-0.20282228856202994,-22.918195699229233,8.0,0.726019001363352,CP057187.1
-0.9618606791831436,-23.31915524094429,8.0,0.7091885002972114,CP057191.1
-14.802360997395324,-23.3498593525488,10.0,1.0,CP057193.1
0.29997247796248105,-25.82725958348274,8.0,0.8482440650513929,CP057201.1
6.836915084543797,-17.64418132691283,-1.0,0.0,CP057206.1
-0.9764058811182944,-23.366647695339164,8.0,0.7109892218976827,CP057224.1
1.5939879552756686,-20.971650733090524,8.0,0.6125196600960799,CP057226.1
1.5638919362859776,-20.924277546259432,8.0,0.6118563492766512,CP057235.1
2.2155144890917002,-25.89847552527269,8.0,1.0,CP057252.1
2.3944367949766994,-25.11607897907399,8.0,1.0,CP057255.1
-37.85894632874001,12.662544459340543,3.0,0.9622620563869669,CP057268.1
-37.81567108441522,12.62200888112816,3.0,0.9817607414496666,CP057271.1
-14.944010312866565,-23.526549666914065,10.0,1.0,CP057274.1
-37.81678735499536,12.625840354948817,3.0,0.9803260555614283,CP057277.1
7.950760347327245,-26.93169639134594,-1.0,0.0,CP057372.1
-7.561196600339658,-13.849505737848434,-1.0,0.0,CP057382.1
-19.73351594277145,-34.47841370775339,11.0,0.623098303571733,CP057398.1
0.8842812121540198,7.162774044877107,-1.0,0.0,CP057404.1
9.205483729026753,-25.194408130378697,-1.0,0.0,CP057405.1
19.526477772129905,4.991053578490072,-1.0,0.0,CP057411.1
1.8121042412036559,-24.24853262527097,8.0,0.9723487704643714,CP057442.1
1.455166101553486,-25.97800807960777,8.0,1.0,CP057445.1
3.383224758684352,-25.768651164604748,8.0,1.0,CP057448.1
2.139138245839612,-25.92142771063458,8.0,1.0,CP057451.1
3.2999981962142906,-26.81153002710864,8.0,1.0,CP057456.1
7.3720089364235015,-27.3663577046568,8.0,0.46557846850518625,CP057466.1
3.744772708073546,-26.58652496118596,8.0,1.0,CP057469.1
-0.34084594375794997,-22.710590063171527,8.0,0.7780117240696598,CP057471.1
7.367539535560375,-27.38054850787532,8.0,0.46685694938528505,CP057477.1
2.0343061600392565,-25.103543851861,8.0,1.0,CP057480.1
-0.9003654462560204,-23.391172426482427,8.0,0.7290517397489217,CP057486.1
-0.9000518334769114,-23.39129156240382,8.0,0.729130879239774,CP057492.1
0.8064545828171137,-20.127969841513252,8.0,0.5702986037585593,CP057494.1
0.5502142434293223,-25.047924310524245,8.0,0.9923640259532399,CP057522.1
-0.24347343334302826,-22.75469668107432,8.0,0.7626867515320929,CP057524.1
1.9634331979019146,-8.712208533251742,13.0,0.846550298850787,CP057527.1
2.2921173009767615,-7.617616295603046,13.0,0.7981631589989521,CP057541.1
1.9594066605858615,-8.708729568257446,13.0,0.8479234650084484,CP057547.1
2.21501671861482,-25.999130308369654,8.0,1.0,CP057571.1
2.6510792351691617,-25.39132771724805,8.0,1.0,CP057575.1
-2.1217829225506772,-24.32359418998404,8.0,0.6846307859726979,CP057578.1
7.426515194612713,-27.401889993294475,8.0,0.4635870773448102,CP057581.1
6.560706048474198,-27.065055663537425,8.0,0.5644249521393931,CP057583.1
2.214793786195481,-25.99943516212964,8.0,1.0,CP057590.1
3.5887318408308855,-26.59243271686063,8.0,1.0,CP057595.1
4.883668733577577,-26.997978873659687,8.0,0.7618955560019633,CP057598.1
1.659759126846339,-23.493052042292064,8.0,0.8587562342785643,CP057604.1
2.139171859832499,-25.921419923577123,8.0,1.0,CP057616.1
1.4547471226214486,-25.97896326542867,8.0,1.0,CP057618.1
3.643822934228892,-26.917397196065565,8.0,0.9978155448120399,CP057622.1
3.4725454228423995,-25.78654893966383,8.0,1.0,CP057627.1
2.7331260233257693,-25.241579675576002,8.0,1.0,CP057637.1
1.5994150259654465,-20.96968487880718,8.0,0.6115805484137923,CP057644.1
2.403034504575663,-10.423965124799917,-1.0,0.0,CP057647.1
2.744803870758046,-9.124677292366068,-1.0,0.0,CP057651.1
-15.492126926545394,-18.40493123010338,10.0,0.6910666769503903,CP057666.1
1.5946211437658602,-20.971866614516138,8.0,0.6124630600626834,CP057678.1
-3.4304128906716547,-16.805969820731878,-1.0,0.0,CP057691.1
-14.435595873521788,-35.73621873318778,11.0,0.678424644333526,CP057697.1
0.0031243342020378373,-5.226882371487724,13.0,1.0,CP057699.1
-1.5287763286795109,-13.02236233858766,-1.0,0.0,CP057706.1
-37.81678639382212,12.625840129018652,3.0,0.980326272147718,CP057714.1
-1.530349567673672,-13.016816172067225,-1.0,0.0,CP057718.1
5.552467770686087,-7.708654343875341,13.0,0.7935510325819055,CP057734.1
5.552467770687348,-7.708654343877076,13.0,0.7935510325813429,CP057741.1
5.5524985093375046,-7.7086877127984295,13.0,0.7935393551865934,CP057754.1
5.552887232972372,-7.708786073186864,13.0,0.7934654014749577,CP057762.1
2.4869554100952547,-9.922140437621996,13.0,0.7337685317769871,CP057779.1
-17.710081445340716,-28.520639661595805,-1.0,0.0,CP057791.1
8.415201889129674,27.94398750945637,-1.0,0.0,CP057792.1
23.286743700776864,15.867556027069103,7.0,0.4353984383722267,CP057809.1
1.457303237274192,-4.125753043023028,-1.0,0.0,CP057816.1
-17.7101146981189,-28.519973303771497,-1.0,0.0,CP057819.1
8.41525181749518,27.942255548548577,-1.0,0.0,CP057820.1
5.430896029285907,-27.051331072511232,8.0,0.6543282666919107,CP057830.1
-21.06709123797907,10.517085112910364,-1.0,0.0,CP057842.1
7.408576726907437,-27.366834119190482,8.0,0.46275330555410493,CP057870.1
3.1479425115985156,-25.628251135547213,8.0,1.0,CP057874.1
2.5854760453549313,-24.986000930051876,8.0,1.0,CP057877.1
0.7872932360775191,-24.197538843311076,8.0,1.0,CP057883.1
3.7980351222327347,-26.15570345864979,8.0,1.0,CP057886.1
1.4212559260056872,-25.99736032037002,8.0,1.0,CP057889.1
-37.81951410870404,12.625505616741242,3.0,0.9800341163910506,CP057894.1
-0.9632499214936381,-23.31760768311845,8.0,0.7096287037522014,CP057907.1
-0.8472395783349498,-23.46824580809672,8.0,0.752329610656199,CP057917.1
-1.7621596768566232,-20.417797383428603,8.0,0.5481337809236206,CP057923.1
1.4987395790993066,-18.31900964570595,-1.0,0.0,CP057928.1
2.333316215676235,-25.203424926890577,8.0,1.0,CP057931.1
-1.822797821322593,-20.183116282644864,8.0,0.5586210203976327,CP057933.1
-1.8544169191048325,-20.142781981174057,8.0,0.5574281827111344,CP057943.1
1.4928568967990918,-18.319070044046587,-1.0,0.0,CP057947.1
1.659649397972881,-23.49314061199804,8.0,0.8587790068126029,CP057952.1
1.1559670174148533,-26.8811985492419,8.0,0.9676037119647382,CP057958.1
-1.7528057006303959,-20.42673679391942,8.0,0.5485591522995202,CP057960.1
2.316232471302993,-25.233511096685884,8.0,1.0,CP057963.1
1.2606752222111903,-16.148059841545205,-1.0,0.0,CP057965.1
1.6942977938151647,-24.819871077264967,8.0,1.0,CP057968.1
1.0556413923672532,-25.662464648351463,8.0,1.0,CP057971.1
-3.1498518325080993,-17.205012870240044,-1.0,0.0,CP057974.1
2.6119836351754375,-25.06332093735327,8.0,1.0,CP057979.1
0.48986120970713576,-25.181620700389445,8.0,0.9732902160962887,CP058005.1
2.2041485157837335,-8.644047224599074,13.0,0.7982138585418429,CP058013.1
-0.8188605562466259,-23.45243809630412,8.0,0.7554260456000937,CP058015.1
1.5945887484544254,-20.971931083932347,8.0,0.6124749631418449,CP058020.1
-0.7697791520531707,-23.454991939771556,8.0,0.7660221781134123,CP058026.1
-7.560498186742277,-13.849325257329674,-1.0,0.0,CP058028.1
6.193396791980833,-18.472902135946015,-1.0,0.0,CP058065.1
-22.386421134405385,-29.87938803471236,11.0,1.0,CP058071.1
-22.38642113372841,-29.87938803344704,11.0,1.0,CP058073.1
-22.353864342279238,-29.914243937963832,11.0,1.0,CP058075.1
32.126811690759624,-21.40250438988523,1.0,1.0,CP058232.1
32.12882868512238,-21.317057258566283,1.0,1.0,CP058234.1
-4.518505154503199,-10.60039807973175,13.0,0.8483879166087007,CP058915.1
-19.08159179030819,-19.64684294959832,10.0,0.6910666769503903,CP059905.1
-14.470717181922872,-14.524206533156184,-1.0,0.0,CP059923.1
-13.308665769684515,-17.45915455898542,-1.0,0.0,CP059926.1
-1.9690989611110072,-11.269538998470095,13.0,0.744694984020031,CP059927.1
-22.298585322272917,-29.68231822017363,11.0,0.9966414922964976,CP059945.1
-4.27589454091613,-16.490502133685904,-1.0,0.0,CP060108.1
2.5442244423665326,-24.284030328098222,8.0,0.9981513204388951,CP061230.1
14.318607742893912,5.161526464109881,-1.0,0.0,CP061231.1
24.510347777122586,13.357186415162502,-1.0,0.0,CP061237.1
26.062085935889304,-19.305465846782315,1.0,0.4050132302738189,CP061246.1
2.5389990362239816,-24.13865468400544,8.0,0.9720320340945381,CP061263.1
23.53738418128656,15.823736389690957,7.0,0.4260247888790782,CP061266.1
1.5632809382046124,-3.5662114641238443,-1.0,0.0,CP063712.1
-2.8527234792192306,-7.634751833278083,13.0,0.8206646285816266,CP063715.1
-7.185335624362803,-10.468299380605275,13.0,0.8483879166087007,CP063717.1
-2.171321660782271,-21.39485764882539,8.0,0.560907100158911,CP063740.1
-24.186653113171037,-26.066438531286746,-1.0,0.0,CP066202.1
5.794843755379327,-4.189164792707876,-1.0,0.0,CP070400.1
2.1668369334669535,-28.72702139998905,8.0,0.6645324787018494,CP070404.1
30.81939304864662,-5.783349654330462,0.0,0.7356674609784026,CP073592.1
30.859767431556502,-5.862006729694159,0.0,0.706245073584112,CP073594.1
30.390786888887718,-5.992352887021817,0.0,0.7599503081680656,CP073596.1
30.386162665330744,-5.972889444771391,0.0,0.7673216345260647,CP073598.1
30.929705802305907,-5.848471969858432,0.0,0.6950789904352945,CP073600.1
30.236933998878946,-22.329886168001895,1.0,0.9285872505913386,CP073602.1
30.84443616118708,-5.904307142508231,0.0,0.6986795402075076,CP073605.1
30.395056503260548,-5.989045794361008,0.0,0.760267213029215,CP073608.1
30.865163033120954,-5.801725762964322,0.0,0.720534771531171,CP073610.1
30.376074677722844,-6.107596078223648,0.0,0.7238180069580217,CP073615.1
30.39882151162808,-5.9898833611166635,0.0,0.7592996708698209,CP073618.1
30.88974668974376,-5.848257175530612,0.0,0.7034539466892364,CP073620.1
-5.340804747190578,-8.486283510422734,13.0,0.8483879166087007,CP077064.1
21.305527460992646,4.5809220703590885,-1.0,0.0,CP077216.1
-0.5464534673359582,31.58142528370084,6.0,0.32444244828155994,CP077244.1
1.7517309035161754,21.49726760811669,5.0,1.0,CP077246.1
21.305542459060796,4.581000747084703,-1.0,0.0,CP077268.1
13.683871901335849,32.427026284564896,-1.0,0.0,CP077295.1
6.006627384051549,33.66387024246676,6.0,0.8780949611999372,CP077315.1
-0.5461482088459891,31.581323186008365,6.0,0.32446074399160435,CP077326.1
1.7527926378418317,21.497023348751714,5.0,1.0,CP077328.1
26.47011685699625,19.825030463233613,7.0,0.4719387298527244,CP077380.1
6.007753986775133,33.66496584783743,6.0,0.8773415420372077,CP077390.1
16.96084563886357,24.024924839998576,7.0,0.8167256316667569,CP082328.1
8.370326202793562,-6.205037741033875,-1.0,0.0,CP085521.1
35.036482334148104,-18.179938165798433,1.0,1.0,CP088027.1
34.50183193814562,-17.424562519605626,1.0,1.0,CP088029.1
35.05615624047426,-17.91757110858599,1.0,1.0,CP088031.1
35.142653693162046,-17.46568953354342,1.0,1.0,CP088033.1
34.63678886173145,-17.433407027079753,1.0,1.0,CP088035.1
34.59565489261001,-17.433914851563774,1.0,1.0,CP088037.1
35.136449964507,-17.963709682143396,1.0,1.0,CP088039.1
35.009058721259045,-17.682129169400504,1.0,1.0,CP088041.1
35.081100472653574,-17.894138655337276,1.0,1.0,CP088043.1
35.080612257624075,-17.45069736696477,1.0,1.0,CP088045.1
35.05576726471016,-15.966754688991484,1.0,0.8338828152623398,CP088047.1
35.07941243007623,-17.733237378414287,1.0,1.0,CP088049.1
34.99788397083004,-18.141441926106054,1.0,1.0,CP088051.1
34.52477739815464,-17.525955086695202,1.0,1.0,CP088053.1
34.59026698882917,-17.670258003060265,1.0,1.0,CP088055.1
35.146084115285234,-16.9189488473348,1.0,1.0,CP088057.1
34.57237794252609,-17.49878546693778,1.0,1.0,CP088059.1
35.05184825500201,-16.97210641380132,1.0,1.0,CP088061.1
35.05253237408403,-18.108224357012983,1.0,1.0,CP088063.1
35.136899419786296,-18.024982677691586,1.0,1.0,CP088065.1
34.65452046685719,-17.71365025266745,1.0,1.0,CP088068.1
36.05193933461611,-16.17318869934042,1.0,0.7397252640538348,CP088070.1
34.4494972102061,-17.45757857653198,1.0,1.0,CP088072.1
-15.649678269517583,18.023543243275608,4.0,0.7112216662629758,CP088345.1
-17.131915216491073,1.3849499718666374,2.0,0.8064675720433142,CP088349.1
-15.58709743309701,17.93125386750597,4.0,0.7112216662629758,CP088353.1
-14.90500909055826,17.32580477452498,4.0,0.6791660971023491,CP088364.1
-14.554168580335483,20.935421445643186,4.0,0.9092140867886518,CP088367.1
-14.992097110624668,24.611467195046835,4.0,0.8558461766402911,CP088373.1
12.605011628942798,6.100387856447255,9.0,0.8681693974850143,CP088376.1
1.253194533517334,25.485524920675513,5.0,0.7519707286000705,CP088377.1
-15.646357520751412,18.025975120749298,4.0,0.7112216662629758,CP088380.1
20.87078724565309,18.59658781205664,7.0,0.5379064805347817,CP088382.1
21.094689452544344,17.59841897032937,7.0,0.5534022878891505,CP088386.1
-17.382041303260312,15.612133955821658,4.0,0.5185870677763488,CP088388.1
-15.105066352162881,20.970065055142783,4.0,0.8826887928722122,CP088391.1
-16.928315996408003,2.953235030970155,2.0,1.0,CP088394.1
2.532154604363449,12.668238102480142,-1.0,0.0,CP088396.1
-17.054347510421803,23.297651999386186,4.0,0.6910028117096558,CP088399.1
